NPC Name:|Endless||||
queen74|Это ожерелье, которое я носила во время ритуала. Возможно, оно напомнит ей, что цель Королевы, прежде всего, — служить нуждам королевства.||||
p366|Погребенный прекратил свои попытки разрушить королевство.||||
queen75|Отличная работа, смертный. Я никогда не думала, что доживу до этого дня. Что в итоге убедило ее?||||
p367|Надежда на лучшее будущее. ||||
queen76|Погребенный хотел разрушить королевство, но втайне все еще хранил крупицу надежды. Удивительно. Надежда кажется мне такой чужой.||||
p368|Счастье.||||
queen77|Ах. Ты, должно быть, искал повсюду, чтобы найти это.||||
p369|Наркотики.||||
queen78|Ну... Главное, что это сработало.||||
p370|Честно говоря, я рассказал ей кучу красивых лживых слов.||||
queen79|Что бы ни потребовалось, смертный. Сохранить королевство не всегда бывает безболезненно.||||
p371|Не ваше ожерелье, это точно.||||
queen80|Жертва. Вот что мы должны делать. Снова и снова, чтобы это гнилое место не развалилось.||||
queen81|<<Королева Серебра вздыхает, откидываясь на трон.>>##Итак, мы покупаем еще несколько лет нашего бесконечного существования. Радость.||||
p372|Погребенный готов заключить перемирие, но ей нужно поговорить с вами лично.||||
queen82|Отличная работа, смертный. Я отправлюсь поговорить с ней немедленно.||||
p373|Вы все еще верны своему отцу?||||
queen83|Нет. Я верна ничему и никому, кроме моего королевства.||||
queen84|О... привет. Я вас знаю?||||
p374|Что с вами случилось?||||
queen85|Я не знаю. Все, что я помню, — это яркий свет и рука в моей голове.||||
p375|Вы говорили с Погребенным?||||
queen86|Кто это? Простите. Все расплывчато.||||
p376|Вы помните, что вы Королева, да?||||
queen87|Я? Это приятно.||||
p377|Прощайте, Ваше Величество.||||
queen88|Прощайте.||||
ent1|<<Она парит над вами, величественная, яростная, полная презрения. Она напоминает Королеву Серебра, но пылает внутренним светом.>>||||
ent2|Поклонись, смертный. Поклонись своей Королеве.||||
ent0|Привет, смертный.||||
p401|((Поклониться.))||||
p402|((Остаться стоять.))||||
ent3|<<Она протягивает руку, и ее глаза вспыхивают, как фейерверк. Комната вокруг вас начинает трястись так сильно, что вы вынуждены опуститься на колени.>>||||
ent4|Лучше. Теперь скажи мне. Кто это осмелился вторгнуться в мои владения?||||
p403|Я просто прохожу мимо, Ваше Величество.||||
ent5|Лжец. Я слышу неуверенные удары твоего грязного, пульсирующего, лживого сердца. Говори правду, или я раздавлю его в своей руке.||||
p404|Я ожидал найти Короля в Капюшоне здесь.||||
ent6|Моего отца? Моего глупого отца? Ты нашел его. ##<<Она пренебрежительно указывает на кучу костей, сидящую посреди пола.>>||||
ent7|Там лежит Король в Капюшоне. Человек, который принес в жертву свою дочь ради бессмертия. Ты должен был видеть, как он корчился и плакал.||||
p405|Я никто, Ваше Величество.||||
ent8|Верно.||||
p406|Так вы Погребенный?||||
ent9|Я Королева. Настоящая Королева. Не жалкий старый реликт, как Королева Наверху.||||
ent9b|Мое королевство гниет. Скоро я уничтожу весь этот остров... вместе со всеми моими подданными. ##Я положу конец этому проклятию и наконец дарю своим подданным вечный покой, которого они жаждут.||||
p407|Где Король в Капюшоне?||||
p408|Как долго Король был мертв?||||
ent10|Три столетия, и я до сих пор лелею воспоминания о его убийстве. Он умолял, плакал, бросался на мою милость. Вместо милости он нашел руку на своем горле.||||
p409|Вы призрак Королевы Серебра. Эхо ее травмы.||||
ent11|Я родилась, когда она сама вошла в ртуть и утонула по приказу своего отца. Я — ее горечь. Ее обида. Ее ярость.||||
p410|Вы тот, кто вызывает все эти землетрясения?||||
ent12|Конечно. Кто-то должен хорошенько встряхнуть это королевство. Я разрушаю основы острова. Скоро он развалится.||||
p411|Почему вы хотите уничтожить королевство?||||
ent13|Это будет милосердием. Королевство застоялось. Оно родилось неправильным — неудачный ритуал, детоубийство, нарушенный договор. И с тех пор оно проклято.||||
ent14|Это место, эти люди, задержались здесь слишком долго. Давайте наконец дадим Вечным конец!||||
p412|А если ваши подданные не хотят быть убитыми?||||
ent15|Они хотят. Тысячи гниющих мужчин и женщин там, измученных голодом и болью, ютятся в Мавзолеях и ждут смерти. Они зовут меня, умоляя освободить их от страданий. Я слышу их в своем сердце.||||
p413|Как призрак может быть настолько сильным, чтобы делать все это?||||
ent16|Гнев имеет свою силу, смертный. А мой гнев... Бесконечен.||||
p414|Как я могу убедить вас не делать этого?||||
ent17|Ты не можешь. Я неизбежна, как сама смерть.||||
p415|У меня есть вопросы...||||
p416|У меня есть другие вопросы...||||
ent18|А у меня ограниченное терпение. ||||
ent18b|И я рада этому.||||
p417|Прощай, призрак.||||
p418|Видишь это ожерелье, Ваше Величество? Помнишь, зачем ты пожертвовала собой в первую очередь?||||
ent19|<<На мгновение Погребенный смотрит на топазовое ожерелье с чем-то вроде тоски. Затем ее глаза твердеют. Она хватает ожерелье и раздавливает топаз в пыль между двумя пальцами.>>||||
ent20|Жертва. Ха. ##Королева Наверху думает, что может напомнить мне, что значит служить королевству? Я ((служу)) королевству куда лучше, чем она, сидя в депрессии в своем тронном зале!||||
ent21|Это королевство ((умоляет)) быть уничтоженным! Его люди несчастны, и они зовут меня, чтобы положить конец их долгой жизни!||||
p419|Прежде чем вы продолжите... Пожалуйста, выпейте это.||||
ent22|Ты думаешь отравить меня? Глупый смертный, это не подействует. Вот; будь свидетелем.||||
ent23|<<Призрак выпивает зелье одним глотком. Через мгновение она начинает распадаться на краях, как картина, залитая водой.>>||||
ent24|О... О, мой... Все это... Так прекрасно...||||
p420|Что вы видите?||||
ent25|Я танцую с возлюбленной в прохладный осенний вечер. Я смотрю в телескоп и открываю новую звезду. Я кланяюсь после большого выступления, мое лицо покрыто потом. О, мой... Это радость... Так много радости! Я и не знала!||||
p421|Теперь вы понимаете, что в жизни Вечных все еще есть моменты, которые имеют смысл? ||||
p422|И вы уничтожите все это, думая, что они этого хотят.||||
p423|Мгновение чистой радости стоит больше, чем век страданий, не так ли?||||
ent26|Твои слова имеют вес, смертный.||||
ent27|<<На ваших глазах яростный гнев, бурлящий под кожей Погребенного, начинает угасать.>>||||
ent28|Оставь меня. Ты дал мне много пищи для размышлений.||||
p424|Вы правы. Я помогу вам уничтожить королевство Вечных.||||
ent29|Ты действительно поможешь мне уничтожить это место? Ты удивляешь меня, смертный, в лучшем смысле.||||
ent30|Твоя задача проста. Все, что я прошу, — это чтобы, когда ты вернешься на поверхность, ты сказал Королеве Серебра спуститься сюда и встретиться со мной лично. Тогда начнется разрушение.||||
p425|Это будет сделано.||||
p426|Давайте разрушим это королевство.||||
p427|Подумав, возможно, это не правильный путь...||||
ent31|Не сомневайся, смертный. Прислушайся к зову пустоты.||||
p428|@@Не разрушайте эту землю, Ваше Величество. Вы знаете, что еще есть надежда.||||
ent32|&&Нет. Нет надежды. Есть только провал и застой.||||
ent33|%%Правда? И откуда ты это знаешь?||||
p429|Вы сами это знаете. ||||
p430|Я могу это доказать.||||
p431|Потому что надежда всегда есть. И кроме того...||||
ent34|<<Она смотрит на твое лицо, обеспокоенная уверенностью в твоем тоне.>>##Ну?||||
p432|Разве ваше желание уничтожить это королевство не вызвано любовью? Вы все еще заботитесь о своих подданных.||||
ent35|Конечно. Я бы избавила их от страданий.||||
p433|Но не все они этого хотят. Вы обрекаете невинных на смерть.||||
p434|Если вы уничтожите своих подданных, вы подведете их как их монарх. ||||
p435|Когда Королева пришла к вам с Кающимся Тхавом, вы согласились помочь. Вы превратили ее в Вечную.||||
ent36|Конечно, я сделала это. Фермы Плоти были чудом. В одночасье наше королевство было спасено от участи земли мародеров и убийц.||||
p436|Если ситуация была действительно безнадежной, зачем вы помогали?||||
p437|Еще одно подобное изобретение может быть не за горами.||||
p438|Королевство может быть спасено снова. Однажды.||||
ent37|<<Она долго обдумывает это.>>||||
ent38|Твои слова имеют вес, смертный. Бремя лет уже тяжело... Что значат еще несколько? Возможно, все станет лучше.||||
ent39|<<На ваших глазах яростный гнев, бурлящий под кожей Погребенного, начинает угасать.>>||||
ent40|Оставь меня. Ты дал мне много пищи для размышлений.||||
p439|Вы не можете решать за них.||||
p440|Вы просто еще один безумный призрак в королевстве, полном таких же.||||
p441|Может быть, вы правы...||||
ent41|<<Погребенный поворачивается к тебе, ее кожа пылает внутренним светом.>>##Пожалуйста. Смертный. Учти мою сторону аргумента. Я знаю, что прошу многого — я прошу уничтожить целое королевство. Но здесь уже столетия не рождаются новые души.||||
ent42|Ни детей, ни молодежи. Единственные великие изменения в статус-кво были вызваны смертными. Сначала Кающийся Тхав... А теперь ты. Сами Вечные устали, им скучно, они прогнили. Они прячутся в Мавзолеях и ничего не делают, притворяясь мертвыми.||||
ent43|Они жаждут плоти смертных, и если Фермы Плоти перестанут работать, они мгновенно возобновят свои Крестовые походы. Им не хватает мужества покончить с собой, но они жаждут этого.##Слушай мою мольбу, смертный. Помоги мне уничтожить это проклятое королевство.||||
ent44|Я рада, что ты здесь, смертный, чтобы стать свидетелем моих последних мгновений.||||
p442|Что вы имеете в виду?||||
ent45|Я почти закончила распутывать нити заклинания, которые связывают меня. Скоро заклинание, создавшее Вечных, полностью развалится. Без него мое призрачное тело рассеется на ветру, как соль в ручье.||||
p443|Почему вы это делаете?||||
ent46|Призраки — существа привычки. Если я не сделаю этого, я скоро забуду о искре надежды, которую ты зажег в моем сердце. Я вернусь к своим старым путям.||||
p444|Наверняка есть другой способ?||||
ent47|Я могу держаться за надежду на королевство или на себя, смертный. Я не могу делать и то, и другое. Это не в моей природе.||||
p445|Что вообще происходит с призраками, когда они умирают?||||
ent48|Полагаю, я скоро это узнаю.||||
p446|Так сколько это займет времени?||||
ent49|Совсем немного. Еще несколько мгновений, вот и все.||||
p447|Пожалуйста, подожди минутку.||||
p448|Это королевство уже видело достаточно жертв, Ваше Величество.||||
p449|И слава богу.||||
ent50|Прощай и удачи, смертный.||||
ent51|<<Погребенный закрывает глаза и смотрит в потолок. С вздохом она растворяется в пыли и обрывках пергамента.>>||||
ent52|Привет, смертный! Пришел полюбоваться моей работой?||||
p450|Вы разрушили весь замок?||||
ent53|Да. И это только начало. Радуйся, смертный! Радуйся, ибо конец пришел к Вечным!||||
p451|Что случилось с Королевой Серебра?||||
ent54|О, не волнуйся. Я не убила ее. Я просто забрала ее разум и сделала его своим. Теперь я думаю яснее, чем когда-либо!||||
p452|Уже слишком поздно остановить вас?||||
ent55|Слишком поздно, смертный! Я уверена, как закат!||||
ent56|<<С хохотом Погребенный поднимает руки. Ее глаза вспыхивают, и трещина раскалывает землю. Мир кажется шатким под ногами.>>||||
ent57|Лучше улетай отсюда, смертный! У этого острова осталось недолго!||||
ent58|<<Призрак не отвечает. Она смотрит в пустоту.>>||||
fang1|<<Дверь улыбается и обнажает клыки.>>##Только те, кто верен Королю, могут пройти.||||
fang2|Только те, кто верен Королю, могут пройти.||||
p501|((Позволить ей напиться из твоего запястья.))||||
fang3|<<Дверь вонзает клыки в твое запястье. Она пьет, и пьет, и пьет, пока твои ноги не становятся слабыми, а рука немеет. Наконец, она отпускает тебя.>>||||
fang4|Твоя кровь запятнана предательством. Ты не можешь пройти.||||
p502|((Предложить ей Бутылку Крови.))||||
p503|((Предложить ей Бутылку Крови Лорда Риддера.))||||
fang5|<<Дверь бросается на твою руку, но ты успеваешь подставить бутылку с кровью под один из клыков. Дверь жадно пьет, пока бутылка не опустеет.>>||||
fang6|Удовлетворительно. Ты можешь пройти. Да здравствует Король в Капюшоне!||||
fang7|<<Дверь открывается.>>||||
p504|((Отступить.))||||
fang8|<<Клыки двери втягиваются с звуком, похожим на шелк, скользящий по камню.>>||||
rhy1|<<Его голос звучит из-под золотой маски, как только что ударивший колокол.>>||||
rhy2|Склонись, смертный. Ты стоишь перед Лордом Риддером. Чемпионом Чёрных Траншей. Первым над пропастью при падении Мансекора. Разрушителем Треборийского Флота. ||||
rhy2a|Ты стоишь перед Лордом Риддером. Чемпионом Чёрных Траншей. Первым над пропастью при падении Мансекора. Разрушителем Треборийского Флота. Нужно ли продолжать?||||
rhy3|Дай мне причину, по которой я не должен превратить тебя в падаль. У тебя есть пять слов, чтобы оправдаться.||||
p601|Я работаю на Инквизицию.||||
rhy4|Тем больше причин покончить с тобой, маленький червяк. Проклятый Союз считает себя таким могущественным! Меня забавляет мысль о том, как два века назад мои Крестоносцы могли бы разорвать их всех на куски и пировать на их останках. О, это были дни...||||
p602|Одно неверное движение, и ты мертв. ||||
rhy5|Ах, так у тебя все-таки есть хребет! Не как у большинства твоего рода. Хорошо, я потерплю твое присутствие в моем жилище. Молись, чтобы я не передумал.||||
p603|@@У нас нет причин для вражды.||||
rhy6|%%Бах! Пожалуй, так и есть. Но я помню времена, когда живое существо не посмело бы приблизиться к нашим границам на сто миль... Это были дни. Хорошо, что ты хочешь от меня?||||
rhy7|&&Когда-то, маленький червяк, ты и я встретились бы только на поле боя. На кратчайший, кровавый миг. Убирайся с моих глаз, пока история не повторилась.||||
p604|Я не думаю, что есть необходимость... Ах, черт, сколько это было?||||
rhy8|Бах. Твоя болтовня уже вызывает у меня головную боль. Когда-то, маленький червяк, ты и я встретились бы только на поле боя. На кратчайший, кровавый миг. Убирайся с моих глаз, пока история не повторилась.||||
rhy9|<<Он медленно поворачивает взгляд на тебя. Как-то, несмотря на маску, ты чувствуешь, что он враждебен.>>||||
rhy10|Я, кажется, говорил тебе никогда больше не появляться у моих дверей. Говори быстро, или я вырежу твой язык.||||
rhy11|Разве я не говорил тебе убираться с моих глаз?||||
rhy12|Ну, посмотрите, кто это. Вернулся, чтобы засыпать меня бессмысленными вопросами, я полагаю?||||
p605|Прощайте, Лорд Риддер.||||
rhy13|Прощай, смертный.||||
p606|Зачем вы пытали бедного Мэгготсона?||||
rhy14|Он пришел ко мне с очень интересной информацией. Мне нужно было узнать больше, и я думал, что он скрывает от меня секреты. Но, похоже, он был так же невежественен, как и утверждал.||||
p607|Так вы слышали слух о том, что Ферма Плоти обладает сознанием?||||
rhy15|Ах. Слухи распространяются быстро, я вижу. Да, я слышал. Это окончательное доказательство того, что наше королевство должно наконец изменить свой дегенеративный курс и вернуться к нашей золотой эре.||||
p608|Что вы собираетесь делать?||||
rhy16|Я уже послал весточку некоторым старым товарищам по оружию. Оказывается, Ферма Плоти может общаться только со смертными, так что сначала мы нанимаем смертного, который докажет, что эти слухи правдивы.||||
rhy17|После этого, ну... Если все пойдет по плану, Крестовые походы начнутся снова.||||
p609|Я мог бы поговорить с Фермой Плоти за вас.||||
rhy18|Я тебе не доверяю, смертный. И мне не особо важно, правдивы ли слухи. Я намерен нанять смертного, который скажет именно то, что мы ему скажем.||||
p610|Вечные никогда не последуют за вами в новый Крестовый поход.||||
rhy19|Хе-хе-хе. Посмотрим, смертный.||||
p611|Вы жалкий, глупый задира.||||
rhy20|Ты застал меня в хорошем настроении, смертный, так что я позволю тебе уйти с жизнью. Прощай.||||
p612|Вы монстр.||||
rhy21|Меня называли куда хуже лучшие смертные, чем ты. Обычно как раз перед тем, как я вырывал их сердца из груди.||||
p613|Вы все еще верны Королю в Капюшоне?||||
rhy22|Конечно! До его безвременной кончины я был его правой рукой. И если бы он появился завтра, я бы преклонил колени перед ним и предложил бы ему свой меч без вопросов.||||
p614|@@Тогда это прозвучит странно, но мне нужен образец вашей крови.||||
rhy23|%%<<Лорд Риддер смотрит на тебя мгновение, затем достает кинжал из-за пояса и разрезает свою ладонь.>>||||
rhy24|Это для одного из тестов на верность Короля, я полагаю? Вот, возьми столько, сколько нужно. Если где-то еще остались ворота верности Короля, мне интересно узнать, что за ними скрыто.||||
rhy25|<<Ты собираешь столько черной, густой крови Лорда Риддера, сколько можешь.>>||||
p615|Спасибо, Лорд Риддер.||||
p616|Отвратительно.||||
p617|Что, вы ожидаете, что Король вернется после всех этих лет? ||||
rhy26|Странные вещи случались, маленькая мушка.||||
rhy27|&&Отдать тебе мою кровь? Тебе? Ха. Ни за что. Убирайся с моих глаз.||||
p618|Приятно знать.||||
rhy28|Ты странный маленький смертный, знаешь?||||
p619|Что вы думаете о Королеве Серебра?||||
rhy29|Она законный монарх Вечных и, полагаю, всегда будет им. Это все, что я могу сказать. Я не буду говорить о ней плохо с посторонним.||||
p620|@@Ну же, мой Лорд, неужели вы не можете выразить свои истинные чувства в собственном доме?||||
p621|Хорошо, я не буду настаивать. ||||
rhy30|Мудрое решение с твоей стороны.||||
rhy31|%%Несмотря на твой болезненно короткий срок жизни, ты, на этот раз, говоришь мудро. Почему я должен ходить вокруг да около нашей пустой оболочки Королевы?||||
rhy32|Она простушка, слабовольная и слабодушная, ее разум затуманен меланхолией. ##В старые добрые времена мой Военный Совет контролировал ее. Сейчас ее кукловод изменился. Но она остается марионеткой.||||
p622|Вы говорите, что раньше правили Вечными?||||
rhy33|Ты должен понимать, Вечные были преданы Крестовым походам Кадавров в те дни. Так что воины держали власть, а я был величайшим воином из всех.||||
rhy34|После того, как я и несколько других Лордов сформировали Военный Совет, Королева даже не читала приказы, которые мы просили ее подписать. У нас была полная свобода действий.||||
p623|Что случилось с Военным Советом?||||
rhy35|Большинство из них теперь мертвы, погибли, сражаясь за свое королевство. А те немногие, кто остался, стали мягкими. Они притворяются, что забыли, как это приятно — выжимать жизнь из смертного черепа.||||
p624|Разве это не хорошо, что Крестовые походы Кадавров закончились?||||
rhy36|Хорошо для тебя и твоего рода? Да, несомненно. Но не для нас. Вечные были сильны в те дни. Нас боялись. Теперь мы просто забытые реликвии прошлого.||||
p625|Новый кукловод Королевы... Вы имеете в виду Сенешаля?||||
rhy37|Ха! Не заставляй меня смеяться. Этот нервный маленький песик? Нет. К счастью, наше королевство еще не пало так низко.||||
p626|Ее новый кукловод — Кающийся Тхав?||||
rhy38|Хм. Я не могу это комментировать.||||
rhy39|&&Дома я или нет, факт в том, что я тебе не доверяю, смертный.||||
p627|Что вы знаете о Погребенном?||||
rhy40|Он пробуждается. В старые дни земля тряслась раз в полдесятилетия. Теперь это происходит каждую неделю. Он просыпается, и я не могу дождаться потока крови, который скоро хлынет.||||
p628|Вы знаете, кто может быть Погребенным?||||
rhy41|Это Король в Капюшоне. Мой повелитель. Он пробуждается, потому что мы забыли наш голод и стали никчемными и слабыми. ||||
rhy42|Скоро он поднимется из своей могилы, сметет предателей в Замке Ребер и снова возьмет командование над нашим королевством. И я буду там, чтобы предложить ему свой меч.||||
p629|Вы последователь Перевозчика?||||
rhy43|Пф! Нет. Поклонники Перевозчика — слабовольные дураки, которые забыли, что мы бессмертны — мы победили смерть давным-давно и не должны ее бояться.||||
p630|Вы знаете, что вызвало появление криптовых червей в королевстве?||||
rhy44|Нет, но они великолепные существа, не так ли? Колоссальные. Разрушительные. Неудержимо голодные. Они напоминают мне себя. Я изменил свой семейный герб, чтобы включить их.||||
p631|Расскажите мне о Вечных.||||
rhy45|Мы — высшая форма существования. Благословленные вечной жизнью. Освобожденные от грубых потребностей плоти. Наше королевство пало с былой славы, но однажды мы снова поднимемся, и мир содрогнется.||||
p632|Как я могу стать таким, как вы?||||
rhy46|Я бы задал тот же вопрос, будь на твоем месте. Но уже слишком поздно. Только одна женщина смогла присоединиться к нашим рядам с момента первого ритуала, создавшего Вечных. Ее зовут Кающийся Тхав, и она предрекла падение нашего королевства.||||
p633|Что это за огромные гробницы, мимо которых я проходил?||||
rhy47|Ты, должно быть, говоришь о Мавзолеях. Сотни Вечных ютятся внутри них, молчаливые и жалкие, в знак преданности проклятому богу, которого они называют Перевозчиком.||||
rhy48|Жалко. Трусливо. Отвратительно.||||
p634|Кто такой Кающийся Тхав?||||
p634b|Что вы думаете о Кающемся Тхаве?||||
rhy49|Гнусная колдунья из далекой земли, которая пришла сюда, чтобы узнать наши секреты. Глупо, Военный Совет пошел ей навстречу, даже предоставил ей святилище и все оборудование, которое она запросила. Мы надеялись, что ее магия поможет нам в наших Крестовых походах...||||
rhy50|Как слепы мы были. Мы никогда не должны были слушать ее обещания.||||
p635|Расскажите мне о ритуале, который впервые создал Вечных.||||
rhy51|Это был Король в Капюшоне, отец нынешней Королевы, кто разработал наше вознесение. Он был сильным королем — он почти ничего не боялся в этом мире. ||||
rhy52|Но он ужасно боялся старения. Он собрал сотни Виккан, магов и теургов со всех Земель и поручил им найти секрет вечной жизни.||||
rhy53|Они преуспели.||||
p636|Вы просто куча заплесневелых скелетов, цепляющихся за прошлое.||||
rhy54|Можешь ли ты нас винить? Какое славное прошлое! Я буду цепляться за него, пока мои кости не превратятся в пыль. Мы — Вечные. Мы победили смерть.||||
p637|Сенешаль сказал мне, что Король в Капюшоне заключил сделку со злым богом.||||
rhy55|Пф! Этот жалкий дурак сказал тебе, что ((он)) — причина провала ритуала? ((Он)) — тот, кто вмешался в церемонию, вызвав сбой заклинания, который затронул половину королевства! ||||
rhy56|Если бы он не сунул свой любопытный нос в это дело, единственными бессмертными в этом мире были бы Король и несколько его Великих Лордов, вечно правящих над низкими смертными, такими как ты.||||
p638|Один из этих Великих Лордов — это вы?||||
rhy57|Естественно.||||
p639|Как он вмешался?||||
rhy58|Он ворвался в середину ритуала и разорвал круг, нарисованный нашими теургами. Сентиментальный дурак. Я вонзил свой меч ему в грудь до рукояти, но было уже слишком поздно. Я помню насмешливый смех и что-то, расправляющее крылья, огромные и темные, как ночное небо...||||
rhy59|Я мало что помню после этого. Только как я шатался, уходя от Замка Ребер, пока земля тряслась, а небо пылало черным огнем.||||
p640|Некоторые из Вечных считают, что они прокляты, а не благословлены.||||
rhy60|И все же они все еще ходят на Фермы Плоти, не так ли, и питаются слабой жизненной силой там? Если они хотят отвергнуть дар вечной жизни, им нужно только голодать несколько лет, и они превратятся в пыль. Но они не делают этого. Они никогда не сделают.||||
rhy61|Несмотря на всю болтовню этих лицемеров о проклятии нашего бессмертия, они все еще цепляются за него обеими руками.||||
p641|У меня есть еще вопросы к вам.||||
rhy62|Полагаю, я потерплю их. Все, что у меня осталось в эти дни, — это время.||||
rhy62b|Хотя, полагаю, у тебя есть другие... <<Он вздыхает.>> ...((вопросы.))||||
p642|В чем ваша проблема с живыми?||||
rhy63|У меня нет проблемы. У меня есть аппетит. Твоя теплая плоть, твоя пульсирующая кровь, твои яркие молодые глаза... Глядя на тебя сейчас, я хочу лишь оторвать твою голову и выпить жизненную силу из твоего дрожащего, вонючего мяса. Это отвечает на твой вопрос?||||
p643|Эм... Полагаю, да.||||
rhy64|Мой голод пугает тебя, плоть? Хорошо. Так и должно быть.||||
p644|Сделай еще один шаг, и я сражу тебя.||||
rhy65|Ха. Два века назад я бы никогда не подумал, что однажды смертному позволят говорить со мной так. Как жалки стали Вечные.||||
p645|Разве у вас нет Ферм Плоти, чтобы снабжать вас необходимой жизненной силой?||||
rhy66|Бах. Фермы Плоти дают бледную, больную энергию. Это не замена настоящему. Прошло так много времени... Тебе лучше исчезнуть, плоть. Я начинаю голодать.||||
p646|Когда вы в последний раз питались живым человеком?||||
rhy67|Я хорошо это помню. Это были хаотичные дни, когда Крестовые походы закончились, но Фермы Плоти еще не могли удовлетворить спрос. Я и несколько других Лордов отправились в экспедицию на соседний остров и похитили дюжину свежих юнцов.||||
rhy68|Нежные и сладкие, они были, и переполненные жизнью. Последний, великолепный пир.||||
p647|Неужели в вас нет ни капли раскаяния за все, что вы сделали?||||
rhy69|Моя жизнь была намного, намного дольше твоей, плоть. Было несколько десятилетий, когда я экспериментировал с чувством вины. В конце концов, я решил, что это того не стоит.||||
p648|У меня есть еще вопросы к вам.||||
rhy70|Полагаю, я потерплю их. Все, что у меня осталось в эти дни, — это время.||||
p649|Я нашел вашего призрака, запертого снаружи.||||
rhy71|Что -? Как ты -?||||
rhy72|<<С ревом он выхватывает меч из-за камина и дико размахивает им, промахиваясь мимо охотничьего трофея.>>||||
rhy73|Я не давал тебе разрешения-! Как ты смеешь совать свой нос в мои личные дела, ты грязный маленький таракан? Я должен убить тебя на месте!||||
p650|Вы много страдали в Крестовых походах Кадавров, не так ли?||||
rhy74|Я не страдал! Они были великолепны. Почетны. Я наслаждался каждой секундой. Тебя там не было! Ты не знаешь! Как ты смеешь!||||
p651|Почему вы так стремитесь скрыть своих призраков от мира, интересно? ||||
rhy75|Я ничего не скрывал! Заткнись, жалкая крыса!||||
p652|Вы боитесь, не так ли? Боитесь, что мир увидит вашу травму?||||
rhy76|Убирайся отсюда! Еще одно слово, и я разорву тебя на куски!||||
p653|Дайте мне что-то стоящее, или я расскажу всем о ваших скрытых призраках.||||
p654|Знаете что? Дайте мне что-то стоящее, и я никому не расскажу о том, что видел.||||
rhy77|<<С шипением ярости Лорд Риддер бросает свой меч к твоим ногам.>>||||
rhy78|<<С шипением ярости Лорд Риддер бросает кольцо к твоим ногам.>>||||
rhy79|Возьми это. И больше не появляйся у моих дверей.||||
p655|Отмените ваш новый Крестовый поход, и я никому не расскажу о том, что видел. ||||
p656|Отмените ваш новый Крестовый поход, или я расскажу всем о ваших скрытых призраках.||||
rhy80|<<Лорд Риддер смотрит на тебя долгим взглядом, его бесстрастная маска излучает чистую ненависть.>>||||
