J| if parent matches ID, it's a task, not a stage.  (6) REQ'D STAGES: break up with commas Requires the player to have one of these as their active stage. Rarity: 0-poor,1-common,2-fine,3-shroom,4-cwk,5-void. if removeRarity is left blank it does not require rarity. (13) Needs item will only check the first req'd item. (14) removeItem(s) will create a list. They will ALL use the same itemRarity, if applicable. NEW:l IF REMOVING KEY ITEM WHICH IS STACKABLE, TASK WILL NOW REMOVE WHOLE STACK. IF WE EVER NEED TO REMOVE 1 SINGLE STACKABLE KEY ITEM WE NEED TO ADD A NEW FIELD OF ITEM AMOUNT.|||||||||||||||||||||||
0: ID|1: родитель|2: spriteID|3:startsTask|4:completes|5:ignoreHchy|6:req'dStages|7:trueFacts|8: falseFacts|9:keyItemNeeded|10: itemID|11: itemRarity|12: монета|13: глиммер|14:needsItem|15:removeItem(s)|16:remveRarity|17:FactionEnums|18:FactionInts|19:sortNum|20: English|21: French|22: German|23: Spanish|24: Italian
cwkFrost|cwkFrost|FactionDarkStar|||||||||||||||||9|Небесный пират Какстон Фрост||||
10|cwkFrost||Yes||||cwk_LookingForFrost|||||||||||||Вы слышали о бывшем наемнике Темных Звезд по имени Какстон Фрост, который родом из Королевства Механизмов. К сожалению, он, кажется, мертв. ##Возможно, если вы продолжите расспрашивать, вы узнаете что-то более полезное.||||
20|cwkFrost||Yes||||cwk_LookingForFrost|||||||||||||Джек Базальт рассказал вам о Какстоне Фросте — умелом "техно-археологе", который когда-то был наемником Темных Звезд. ##Базальт считает, что он мог вернуться на свою родину в Королевство Механизмов. Ищите человека, у которого проблемы с ходьбой, с татуировкой моли на левой ягодице.||||
30|cwkFrost||Yes||||cwk_LookingForFrost|||||||||||||Вы нашли след Какстона Фроста, бывшего товарища Велы Каллос, который родом из Королевства Механизмов. ##Предположительно, Фрост мертв, но торговец видениями в Феррополисе рассказал вам о человеке по имени Гораций Меткалф в сельской местности, который может что-то знать.||||
35|cwkFrost||||||cwk_LookingForFrost|||||||||||||Вы нашли след Какстона Фроста, бывшего товарища Велы Каллос, который родом из Королевства Механизмов. ##Вы встретили человека по имени Гораций Меткалф в горах к северо-востоку от Феррополиса, который может что-то знать.||||
40|cwkFrost||Yes||||cwk_LookingForFrost|||||||||||||Вы нашли след Какстона Фроста, бывшего товарища Велы Каллос, который родом из Королевства Механизмов. ##Вы встретили человека по имени Гораций Меткалф в горах к северо-востоку от Феррополиса, который подозрительно хорошо осведомлен о Веле и Темных Звездах. ##Убедите Меткалфа рассказать вам, что он действительно знает.||||
50|cwkFrost||||||cwk_LookingForFrost|||||||||||||Вы считаете, что нашли одного из бывших товарищей Велы Каллос, живущего под прикрытием в Королевстве Механизмов под именем "Гораций Меткалф". Есть только одна проблема: он не помнит, кто он. ##Чтобы убедить его, вам нужно собрать больше доказательств. Обыщите дом Меткалфа в поисках его личной коллекции бутылочных видений.||||
60|cwkFrost||||||cwk_LookingForFrost|||||||||||||Вы считаете, что нашли одного из бывших товарищей Велы Каллос, живущего под прикрытием в Королевстве Механизмов под именем "Гораций Меткалф". Есть только одна проблема: он не помнит, кто он. ##Вы "одолжили" бутылочное видение из личной коллекции Меткалфа. Теперь найдите безопасное место, чтобы его употребить.||||
70|cwkFrost||||||cwk_LookingForFrost|||||||||||||Гораций Меткалф потерял все воспоминания о том, что был наемником Темных Звезд, и вам предстоит вылечить его амнезию. ##Бутылочные видения Меткалфа указывают на разрушенный город в Королевстве Механизмов, который, кажется, хранит ключ к его прошлому. ##Найдите способ попасть в Искаженные Земли к юго-востоку от Феррополиса, чтобы начать поиски.||||
75|cwkFrost||||||cwk_LookingForFrost|||||||||||||Гораций Меткалф потерял все воспоминания о том, что был наемником Темных Звезд, и вам предстоит вылечить его амнезию. ##Бутылочные видения Меткалфа указывают на разрушенный город в Королевстве Механизмов, который, кажется, хранит ключ к его прошлому. ##Ищите в Искаженных Землях любые признаки этого потерянного города.||||
80|cwkFrost||||||cwk_LookingForFrost|||||||||||||Гораций Меткалф потерял все воспоминания о том, что был наемником Темных Звезд, и вам предстоит вылечить его амнезию. ##Бутылочные видения Меткалфа указывают на разрушенный город Прогресса, который был помещен на карантин после поражения Искажением. ##Пересеките разорванную цепь островов на крайнем юго-востоке Королевства Механизмов, чтобы добраться до города.||||
90|cwkFrost||||||cwk_LookingForFrost|||||||||||||Гораций Меткалф потерял все воспоминания о том, что был наемником Темных Звезд, и вам предстоит вылечить его амнезию. ##Бутылочные видения Меткалфа указывают на разрушенный город Прогресса, который был помещен на карантин после поражения Искажением. ##Ищите в городе улики, связанные с его прошлым.||||
100|cwkFrost||||||cwk_LookingForFrost|||||||||||||Гораций Меткалф потерял все воспоминания о том, что был наемником Темных Звезд, и вам предстоит вылечить его амнезию. ##Бутылочные видения Меткалфа привели вас к старому цилиндру музыкальной шкатулки, спрятанному в сундуке в разрушенном городе Прогресса. ##Вернитесь в дом Меткалфа в горах к северо-востоку от Феррополиса и посмотрите, что он скажет об этом.||||
105|cwkFrost||||||cwk_LookingForFrost|||||||||||||Гораций Меткалф потерял все воспоминания о том, что был наемником Темных Звезд, и вам предстоит вылечить его амнезию. ##В разрушенном городе Прогресса вы нашли недостающий цилиндр, принадлежащий музыкальной шкатулке в доме Меткалфа. Посмотрите, вернет ли его проигрывание какие-либо воспоминания.||||
109|cwkFrost||Yes||||cwk_LookingForFrost|||||||||||||Гораций Меткалф потерял все воспоминания о том, что был наемником Темных Звезд, и вам предстоит вылечить его амнезию. ##Музыка, которую вы нашли в разрушенном городе Прогресса, похоже, оказала на него странное воздействие. Вам стоит проверить, все ли с ним в порядке.||||
110|cwkFrost||||||NeedToReportFrost|cwk_LookingForFrost||||||||||||Вы завербовали Какстона Фроста в свои ряды, и он присоединился к вам в старой крепости Велы, Ослепляющем Свете.||||
120|cwkFrost|||Yes|||NeedToReportFrost|cwk_LookingForFrost|charmBoost|charmBoost|||2|||||||Вы завербовали Какстона Фроста в свои ряды, и он присоединился к вам в старой крепости Велы, Ослепляющем Свете. ##Вы убедили его использовать сокровище, которое ищет Вела, для своих собственных целей и создать "лучший мир", о котором он всегда мечтал.||||
130|cwkFrost|||Yes|||NeedToReportFrost|cwk_LookingForFrost|charmBoost|charmBoost|||2|||||||Вы завербовали Какстона Фроста в свои ряды, и он присоединился к вам в старой крепости Велы, Ослепляющем Свете. ##Вы убедили его отказаться от своих утопических мечтаний и остановить Велу до того, как ее поиски рая вызовут катастрофу.||||
140|cwkFrost|||Yes|||NeedToReportFrost|cwk_LookingForFrost|charmBoost|charmBoost|||2|||||||Вы завербовали Какстона Фроста в свои ряды и восстановили его воспоминания. Найдите его в старой крепости Велы, Ослепляющем Свете. ##Вы убедили его стремиться к лучшему миру шаг за шагом — и начать с предотвращения катастрофы, которую может вызвать Вела.||||
cwkMadness|cwkMadness|FactionClockwork|||||||||||||||||14|Безумие Короля||||
10|cwkMadness||Yes|||||||||||||||||Добравшись до Феррополиса, столицы, вы были задержаны всемогущей Гильдией Машинистов и приказаны встретиться с Королем в его святилище на вершине Машинариума. Кто вы такой, чтобы оспаривать королевский указ?||||
20|cwkMadness||Yes||||cwk_MachinariumOpen|||||||||||||Король приказал вам выполнить что-то под названием "Сакральный Долг", но его инструкции не имели смысла. ##Возможно, кто-то в Феррополисе сможет рассказать вам больше?||||
30|cwkMadness||||||||aphraNote|||||||||||Король приказал вам выполнить что-то под названием "Сакральный Долг", но его инструкции не имели смысла. ##После этого кто-то передал вам загадочную записку с просьбой встретиться [[ночью]] в парке в [[Верхнем Феррополисе]], под [[беседкой]].||||
40|cwkMadness|||||||||||||||||||Король Механизмов сошел с ума, заточив своих людей в вечной зиме. Вы встретили реформистского инженера по имени Афра, которая считает, что знает причину. ##Чтобы продемонстрировать свои утверждения, она попросила вас пройти через зеркало, спрятанное в доме в нижнем районе Феррополиса.||||
45|cwkMadness|||||||||||||||||||Король Механизмов сошел с ума, заточив своих людей в вечной зиме. Вы встретили реформистского инженера по имени Афра, которая считает, что знает причину. ##Вы последовали указаниям Афры к скрытому порталу и оказались в замерзшем зеркальном мире. Как вы собираетесь отсюда выбраться?||||
50|cwkMadness|||||||||||||||||||Король Механизмов сошел с ума, стирая своих собственных граждан из реальности с постоянно увеличивающейся скоростью. Реформистский инженер Афра считает, что может это исправить, но ей нужна ваша помощь. ##Если вы готовы, встретьтесь с ней снова в [[парковой беседке]] в Верхнем Феррополисе после [[заката]].||||
60|cwkMadness||||||cwk_AphraMetMirror|||||||||||||Король Механизмов сошел с ума, стирая своих собственных граждан из реальности с постоянно увеличивающейся скоростью. Реформистский инженер Афра считает, что вы можете помочь ей это исправить. ##Сначала Афра попросила вас обыскать кладбище к северо-западу от Феррополиса в поисках скрытого послания от Короля. Хранитель кладбища может рассказать вам больше.||||
64|cwkMadness|||||60||||||||||||||Король Механизмов сошел с ума, стирая своих собственных граждан из реальности с постоянно увеличивающейся скоростью. Реформистский инженер Афра считает, что вы можете помочь ей это исправить. ##Афра попросила вас обыскать кладбище к северо-западу от Феррополиса в поисках скрытого послания от Короля, но ворота заперты. Вам лучше найти хижину хранителя кладбища.||||
65|cwkMadness|||||||||||||||||||Король Механизмов сошел с ума, стирая своих собственных граждан из реальности с постоянно увеличивающейся скоростью. Реформистский инженер Афра считает, что вы можете помочь это исправить. ##Сначала Афра попросила вас обыскать кладбище объектов к северо-западу от Феррополиса в поисках скрытого послания от Короля. Начните с тех загадочных желтых ящиков, о которых упоминал хранитель кладбища.||||
70|cwkMadness||||||cwk_RoyalSilkslugs|||||||||||||Король Механизмов сошел с ума, стирая граждан из реальности с постоянно увеличивающейся скоростью. Реформистский инженер Афра считает, что вы можете помочь это исправить. ##Вы расшифровали секретное послание, оставленное Королем на кладбище объектов к северо-западу от Феррополиса. ##Вернитесь к Афре в парк в Феррополисе после заката.||||
80|cwkMadness|||||||||||||||||||Король Механизмов сошел с ума, стирая своих собственных граждан из реальности с постоянно увеличивающейся скоростью. Реформистский инженер Афра считает, что вы можете помочь это исправить. ##Чтобы поговорить с Королем, вам нужно установить механический имплантат в ваш череп. Найдите Морозова, черепного инженера, в горах к северу от Феррополиса.||||
85|cwkMadness|||||80|cwk_MorozovWaitingInstall|cwk_MorozovToldAphra||||||||||||Король Механизмов сошел с ума, стирая граждан из реальности с постоянно увеличивающейся скоростью. Реформистский инженер Афра считает, что вы можете помочь это исправить. ##Вы убедили затворника Морозова установить Черепной Модератор в ваш череп, чтобы вы могли поговорить с Королем. ##Поговорите с Морозовым снова в ее альпийской башне, когда будете готовы к установке.||||
90|cwkMadness|||||||||||||||||||Король Механизмов сошел с ума, стирая граждан из реальности с постоянно увеличивающейся скоростью. Реформистский инженер Афра считает, что вы можете помочь это исправить. ##Вы убедили затворника Морозова установить Черепной Модератор в ваш череп, чтобы вы могли поговорить с Королем. ##Вернитесь к Афре в парк в Феррополисе после заката для следующего задания.||||
100|cwkMadness|||||||||||||||||||Король Механизмов сошел с ума, стирая граждан из реальности с постоянно увеличивающейся скоростью. Реформистский инженер Афра считает, что вы можете помочь это исправить. ##Чтобы получить аудиенцию с Королем, вы должны отправиться в Искаженные Земли и активировать заброшенный коммуникационный маяк. ##Маяк находится на вершине холма далеко к востоку от Феррополиса, через огромный искусственный ров.||||
110|cwkMadness||||||cwk_TeaPot|cwk_RoyalSilkslugs||||||||||||План Афры по исправлению Короля Механизмов близок к завершению. Вы отправились в Искаженные Земли и активировали заброшенный коммуникационный маяк. ##Но после этого вы получили сообщение от Михаила, контрабандиста, предупреждающего вас не доверять Афре и просящего вас найти его таинственных "друзей". ##Найдите торговца по имени Реза в Феррополисе и упомяните "седьмую букву", прежде чем или после возвращения к Афре.||||
115|cwkMadness||||||cwk_TeaPot|cwk_RoyalSilkslugs||||||||||||План Афры по исправлению Короля Механизмов близок к завершению. Вы отправились в Искаженные Земли и активировали заброшенный коммуникационный маяк. ##Но после этого вы получили сообщение от таинственного голоса, предупреждающего вас не доверять Афре. ##Голос попросил вас найти торговца по имени Реза в Феррополисе и упомянуть "седьмую букву", прежде чем или после возвращения к Афре.||||
120|cwkMadness|||||||||||||||||||План Афры по исправлению Короля Механизмов близок к завершению. Но тайная группа повстанцев связалась с вами с другим предложением... ##Вы встретились с Резой, подпольным Саботажником, который дал вам перфокарту, которая убьет Короля. ##Вернитесь к Афре для вашего последнего задания. Она ждет вас в парковой беседке ночью.||||
125|cwkMadness|||||||||||||||||||Вы обеспечили себе вторую аудиенцию с Королем Механизмов и шанс положить конец его безумию. ##Афра дала вам перфокарту, которая реформирует силы Короля, и ее нужно вставить в его святилище на вершине Машинариума. ##Но таинственная третья сторона предупредила вас не доверять Афре, попросив найти торговца по имени Реза в Феррополисе и упомянуть "седьмую букву". ##Конечно, Оратор Сунил, несомненно, вознаградит вас за сообщение о заговоре Афры...||||
130|cwkMadness|||||||||||||||||||Вы обеспечили себе вторую аудиенцию с Королем Механизмов и шанс положить конец его безумию. ##Афра дала вам перфокарту, которая реформирует силы Короля, и ее нужно вставить в его святилище на вершине Машинариума. ##Реза, Саботажник, дал вам другую перфокарту, которая уничтожит Короля, положив конец его тирании, но погрузив королевство в хаос. ##Конечно, Оратор Сунил, несомненно, вознаградит вас за сообщение о заговоре Афры...||||
140|cwkMadness||||||cwk_AidedAphra, cwk_winterOver|cwk_AidedReza, cwk_BetrayedAphra,cwk_TeaPot||||||||||||Вы привели в действие заклинание Афры на Короле Механизмов, реформировав его силы так, что он может изменять людей только в соответствии с их собственными желаниями. ##Афра будет в восторге. Она ждет вас в парке в Феррополисе после заката с вашей наградой.||||
150|cwkMadness||||||cwk_AidedReza, cwk_winterOver|cwk_AidedAphra,cwk_BetrayedAphra,cwk_TeaPot||superPick||||||||||Вы привели в действие заклинание Саботажника на Короле Механизмов, положив конец его тирании и направив королевство на путь хаоса. ##Афра захочет узнать, что произошло. Она ждет вас в парке в Феррополисе после заката.||||
200|cwkMadness|||Yes|||cwk_BetrayedAphra,cwk_SunilEndingLine|cwk_AidedAphra,cwk_AidedReza,cwk_TeaPot|||||3|||||||Вы предали реформистский заговор Афры Гильдии Машинистов и были щедро вознаграждены за вашу службу. ##Безумие Короля Механизмов продолжится, как и вечная зима и массовые исчезновения, которые преследуют эту землю. Но это не ваша проблема, не так ли?||||
205|cwkMadness|||Yes|||cwk_BetrayedAphra,cwk_SunilEndingLine|cwk_AidedAphra,cwk_AidedReza,cwk_TeaPot|||||3|||||||Вы предали реформистский заговор Афры Гильдии Машинистов, но лишились щедрой награды, которую вам предложили. ##Безумие Короля Механизмов продолжится, как и вечная зима и массовые исчезновения, которые преследуют эту землю. Но это не ваша проблема, не так ли?||||
210|cwkMadness|||Yes||140|cwk_SunilEndingLine|||summonSpider|||3|||||||Вы привели в действие заклинание Афры на Короле Механизмов, реформировав его силы так, что он может изменять людей только в соответствии с их собственными желаниями. ##Правление Короля продолжится, но он начнет исправлять свое безумие. Это будет долгий и неопределенный процесс, но благодаря вам у Королевства Механизмов есть надежда.||||
215|cwkMadness|||Yes||150|cwk_SunilEndingLine|||summonSpider|||3|||||||Вы привели в действие заклинание Саботажника на Короле Механизмов, заблокировав его в необратимой последовательности отключения. ##Безумие Короля закончится, как и его правление, и королевство погрузится в хаос. Возможно, что-то лучшее вырастет из руин.##Вы обманули Афру, заставив ее поверить, что это результат ее заклинания.||||
220|cwkMadness|||Yes||150|cwk_SunilEndingLine||||||3|||||||Вы привели в действие заклинание Саботажника на Короле Механизмов, заблокировав его в необратимой последовательности отключения. ##Безумие Короля закончится, как и его правление, и королевство погрузится в хаос. Возможно, что-то лучшее вырастет из руин.||||
cwkMissing|cwkMissing|QuestClockwork|||||||||||||||||40|Пропавшие без вести||||
10|cwkMissing||Yes||||cwk_SunilStartedQuest|||||||||||||Сунил, главный советник Короля Механизмов, попросил вас расследовать сообщение, оставленное на доске объявлений о пропавших без вести в Феррополисе скорбящим отцом по имени "Олаф" или "Омар". ##Вы можете найти доску объявлений под мостом, ведущим к Машинариуму.||||
20|cwkMissing||Yes|||||||||||||||||Кто-то по имени "Олег Игоревич" оставил тревожное сообщение на доске объявлений о пропавших без вести в Феррополисе, прося своего ребенка вернуться домой. Возможно, вы сможете помочь? ##В объявлении указаны направления к дому на островке к северо-востоку от Машинариума, доступному через задние ворота города.||||
25|cwkMissing|||||||||||||||||||Вы встретили пьяного пограничника по имени Олег в Феррополисе, который буйно кричал о своем пропавшем ребенке. ##Прежде чем вы сможете получить от него больше подробностей, вам нужно его протрезвить. ||||
30|cwkMissing|||||||||||||||||||Пропавший ребенок Олега каким-то образом был стерт из его памяти, и он не может скорбеть, пока не узнает их имя. ##Хотя он почти слишком горд, чтобы принять вашу помощь, Олег дал вам медальон своего ребенка и сказал искать "Библиотеку Лжи" где-то к западу от Феррополиса.||||
35|cwkMissing||||||cwk_LibrarianExplainedChild|||||||||||||Пропавший ребенок Олега был стерт из его памяти, и он не может скорбеть, пока не узнает их имя. ##Вы нашли Библиотеку Лжи, секретный архив вещей, исчезнувших из реальности по воле Короля Механизмов, но библиотекарь не может обсуждать что-либо чувствительное. Возможно, есть способ обойти ее запрет?||||
40|cwkMissing||||||cwk_LibraryDoorOpen|cwk_SunilNeedsHelp||||||||||||Пропавший ребенок Олега был стерт из его памяти, и он не может скорбеть, пока не узнает их имя. ##Вы нашли Библиотеку Лжи, секретный архив вещей, исчезнувших из реальности по воле Короля Механизмов, и убедили библиотекаря дать вам доступ к читальному залу наверху.||||
50|cwkMissing|||||||||||||||||||Вы ищете пропавшего ребенка Олега, который каким-то образом был стерт из его памяти. ##Вы нашли официальный файл ребенка в Библиотеке Лжи, узнав, что он был частью секретного эксперимента под названием Проект Гороскоп. ##Последнее известное местонахождение ребенка — место под названием Истрикская Область. Вам лучше спросить библиотекаря, что она об этом думает.||||
60|cwkMissing||||||cwk_LookingForHuang|||||||||||||Вы ищете пропавшего ребенка Олега, который каким-то образом был стерт из его памяти. ##Вы нашли официальный файл ребенка в Библиотеке Лжи, узнав, что он был частью секретного эксперимента под названием Проект Гороскоп. ##Ребенка последний раз видели в Искаженных Землях, далеко к юго-востоку от Феррополиса. Найдите королевский лагерь очистки и посмотрите, сможет ли кто-то там помочь.||||
63|cwkMissing||||||cwk_LookingForHuang|||||||||||||Вы проследили пропавшего ребенка Олега до Искаженных Земель, где работники очистки Короля Механизмов борются с магическим проклятием. ##Если вы хотите осмотреть Испорченных в клетке, вам нужно получить разрешение от Лидера Очистки Хуанга в главном здании лагеря очистки.||||
65|cwkMissing|||||||cwk_LookingForHuang||||||||||||Вы проследили пропавшего ребенка Олега до Искаженных Земель, где работники очистки Короля Механизмов борются с магическим проклятием. ##Лидер Очистки Хуанг дал вам разрешение осмотреть захваченных Испорченных в его лагере очистки. ##Поговорите с Работником Очистки Коэном, чтобы открыть клетку.||||
70|cwkMissing|||||||||||||||||||Вы проследили пропавшего ребенка Олега до Искаженных Земель, где работники очистки Короля Механизмов борются с магическим проклятием. ##Захваченный Испорченный, кажется, узнал медальон Олега, но вы не смогли понять его слов. ##Возможно, Работник Очистки Коэн сможет рассказать вам больше.||||
80|cwkMissing||||||cwk_CohenWantsModerator,cwk_KnowMorozov|||||||||||||Вы проследили пропавшего ребенка Олега до Искаженных Земель, где работники очистки Короля Механизмов борются с магическим проклятием. ##Захваченный Испорченный, кажется, узнал медальон Олега, но вам нужен механический имплантат в череп, чтобы понять его слова. ##Найдите Морозова, черепного инженера, в башне в горах к северу от Феррополиса.||||
90|cwkMissing||||||cwk_CohenWantsModerator|||||||||||||Вы проследили пропавшего ребенка Олега до Искаженных Земель. Захваченный Испорченный, кажется, узнал медальон Олега, но вам нужен механический имплантат в череп, чтобы понять его слова. ##Морозов, черепной инженер, готов помочь, если вы найдете ее потерянную посылку. Ищите на дороге, ведущей к ее башне в горах к северу от Феррополиса.||||
95|cwkMissing||||||cwk_CohenWantsModerator|||||||||||||Вы проследили пропавшего ребенка Олега до Искаженных Земель. Захваченный Испорченный, кажется, узнал медальон Олега, но вам нужен механический имплантат в череп, чтобы понять его слова. ##Вы нашли потерянную посылку, принадлежащую Морозову, черепному инженеру. Принесите ее обратно в ее башню в горах к северу от Феррополиса, затем заручитесь ее помощью.||||
100|cwkMissing||||||cwk_CohenWantsModerator,cwk_MorozovWaitingInstall|cwk_MorozovToldCohen||||||||||||Вы проследили пропавшего ребенка Олега до Искаженных Земель, где захваченный Испорченный, кажется, узнал медальон Олега. ##Вы убедили затворника Морозова дать вам механический имплантат в череп, чтобы вы могли понять Испорченных. ##Поговорите с Морозовым снова в ее альпийской башне, когда будете готовы к установке.||||
110|cwkMissing|||||||||||||||||||Вы проследили пропавшего ребенка Олега до Искаженных Земель, где захваченный Испорченный, кажется, узнал медальон Олега. ##Вы убедили затворника Морозова дать вам механический имплантат в череп, чтобы вы могли понять его слова. ##Вернитесь в лагерь очистки и поговорите с Испорченным снова.||||
120|cwkMissing||||||cwk_CorruptedAphraMet,cwk_CorruptedOnesMet|||||||||||||Вы узнали судьбу пропавшей дочери Олега, Афры, которая была поглощена Искажением после участия в секретном эксперименте под названием Проект Гороскоп. ##Вы могли бы вернуться в дом Олега в Феррополисе и рассказать ему, что вы нашли. ##Но, возможно, вам сначала стоит противостоять Оратору Сунилу в Машинариуме и узнать всю правду о Проекте Гороскоп. ||||
130|cwkMissing||||||cwk_KnowHoroscopeTruth|||||||||||||Вы узнали судьбу пропавшей дочери Олега, Афры, которая была поглощена Искажением после участия в секретном эксперименте под названием Проект Гороскоп. ##Когда вы противостояли ему, Оратор Сунил признал, что Гороскоп был ранним испытанием силы Короля Механизмов магически изменять людей и, возможно, является корнем Искажения. ##Все, что осталось, — это вернуться к Олегу в его дом на северо-восточном островке Феррополиса.||||
140|cwkMissing||||||cwk_OlegGaveCandle|||||||||||||Вы узнали судьбу пропавшей дочери Олега, Афры, которая была поглощена Искажением после участия в качестве подопытного в экспериментах Короля Механизмов по изменению реальности. ##Выслушав вашу историю, Олег сделал последнюю просьбу: зажгите свечу для нее на доске объявлений о пропавших без вести в Феррополисе.||||
150|cwkMissing|||Yes||||||portalLocket|||2|||||||Вы узнали судьбу пропавшей дочери Олега, Афры, которая была поглощена Искажением после участия в качестве подопытного в экспериментах Короля Механизмов по изменению реальности. ##В качестве награды Олег дал вам ключ к потерянной грузовой капсуле на отдаленном острове, до которого можно добраться только по воздуху. ##Вы вернули медальон Олега ему, затем зажгли свечу для Афры на доске объявлений о пропавших без вести в Феррополисе.||||
160|cwkMissing|||Yes||||||portalLocket|||2|||||||Вы узнали судьбу пропавшей дочери Олега, Афры, которая была поглощена Искажением после участия в качестве подопытного в экспериментах Короля Механизмов по изменению реальности. ##В качестве награды Олег дал вам ключ к потерянной грузовой капсуле на отдаленном острове, до которого можно добраться только по воздуху. ##Вы оставили медальон Олега с тем, что осталось от его дочери, затем зажгли свечу для нее на доске объявлений о пропавших без вести в Феррополисе.||||
cwkVisionTrade|cwkVisionTrade|QuestClockwork|||||||||||||||||40|Торговля Видениями||||
10|cwkVisionTrade||Yes||||cwk_VidalStartedQuest,cwk_VisionTradeStarted,cwk_LookingForYasmeen|||||||||||||Торговец бутылочными видениями в Королевстве Механизмов попросил вас проверить Надю, одну из его постоянных клиенток. ##Надя живет на верхнем этаже высокого многоквартирного дома в верхних уровнях Феррополиса.||||
20|cwkVisionTrade||Yes||||cwk_VisionTradeStarted,cwk_YasmeenHelping|cwk_LookingForYasmeen||||||||||||Дочь Ясмин, Надя, впала в бесконечный сон из-за своей зависимости от бутылочных видений, оставив свою семью на грани разорения. ##Противостоять Видалю, торговцу видениями, в его магазине в Феррополисе и выяснить, можно ли вылечить Надю.||||
30|cwkVisionTrade||||||cwk_LookingForPripp,cwk_VidalToldNadja|cwk_VidalStartedQuest,cwk_YasmeenStartedQuest||||||||||||Дочь Ясмин, Надя, впала в бесконечный сон из-за своей зависимости от бутылочных видений, оставив свою семью на грани разорения. ##Видаль, торговец видениями, посоветовал вам обратиться за помощью к Доктору Приппу в Королевской Мастерской Видений на крайнем северо-востоке Королевства Механизмов, за горами.||||
40|cwkVisionTrade|||||||||||||||||||Дочь Ясмин, Надя, впала в бесконечный сон из-за своей зависимости от бутылочных видений, оставив свою семью на грани разорения. ##Вы прибыли в Королевскую Мастерскую Видений в поисках лекарства, но клерк не позволит вам увидеть Доктора Приппа. Убедите ее или найдите другой способ войти.||||
50|cwkVisionTrade|||||||cwk_LookingForPripp||||||||||||Дочь Ясмин, Надя, впала в бесконечный сон из-за своей зависимости от бутылочных видений, оставив свою семью на грани разорения. ##Вам удалось найти способ проникнуть внутрь Королевской Мастерской Видений, где вам сказали, что вы можете найти лекарство для Нади. Теперь ищите Доктора Приппа.||||
60|cwkVisionTrade||||||cwk_YasmeenDeciding|cwk_LookingForPripp||||||||||||Дочь Ясмин, Надя, впала в бесконечный сон из-за своей зависимости от бутылочных видений, и болезнь неизлечима. ##Доктор Припп предложил Наде место в Королевской Мастерской Видений, где ее сны будут собираться промышленным способом. ##В качестве альтернативы, Ясмин могла бы купить "корону снов" и начать собирать видения Нади у себя дома. ##Вернитесь к Ясмин в Феррополисе и посмотрите, что она думает.||||
65|cwkVisionTrade|||||||||||||||||||Дочь Ясмин, Надя, впала в бесконечный сон из-за своей зависимости от бутылочных видений, и болезнь неизлечима. ##Доктор Припп пообещал вам вознаграждение, если вы убедите ее отправить Надю в Королевскую Мастерскую Видений. ##В качестве альтернативы, вы могли бы дать Ясмин деньги на покупку "короны снов", чтобы она могла собирать видения Нади у себя дома. ##Сообщите Ясмин о своем решении.||||
70|cwkVisionTrade||||||cwk_YasmeenSignedContract|cwk_YasmeenRejectedContract,cwk_YasmeenHelping,cwk_YasmeenDeciding||||||||||||Ясмин решила отправить свою дочь Надю в Королевскую Мастерскую Видений, где ее сны будут собираться до тех пор, пока не будет найдено лекарство от ее болезни. ##В благодарность за вашу помощь Ясмин дала вам документ на ее семейный дом за пределами Феррополиса. ##Получите свое вознаграждение у Видаля, торговца видениями, чтобы завершить это дело.||||
80|cwkVisionTrade|||Yes|||||||||1|||||||Ясмин решила отправить свою дочь Надю в Королевскую Мастерскую Видений, позволяя ей комфортно жить на доходы от снов Нади до тех пор, пока не будет найдено лекарство от ее болезни. ##В благодарность за вашу помощь Ясмин дала вам документ на ее семейный дом за пределами Феррополиса, предоставив вам постоянную базу внутри Королевства Механизмов.||||
90|cwkVisionTrade|||Yes|||cwk_YasmeenRejectedContract|cwk_YasmeenSignedContract,cwk_YasmeenHelping,cwk_YasmeenDeciding|||||1|||||||Вы дали Ясмин деньги, чтобы она могла стать независимым производителем бутылочных видений, продавая видения Нади из дома до тех пор, пока не будет найдено лекарство от ее болезни. ##В благодарность за вашу помощь Ясмин дала вам документ на ее семейный дом за пределами Феррополиса, предоставив вам постоянную базу внутри Королевства Механизмов.||||
pwyllShroom|pwyllShroom|FactionMushroom|||||||||||||||||15|Тайны и Споры||||
10|pwyllShroom||Yes|||||||||||||||||В деревне Пвилл вы встретили молодого человека по имени Ллудд, который говорил о неудачных урожаях Пвилла — и о том, как жители деревни обращаются к незаконному поклонению богам. ##Весовщик Кулвич пытается остановить это, и вам стоит поговорить с ним для получения дополнительной информации. ||||
20|pwyllShroom||Yes||||CulwychFirstSpokenTo|||||||||||||В деревне Пвилл вы встретили весовщика Кулвича, который отказывается говорить с вами, пока вы не взвеситесь на его огромных весах. ##Вам, вероятно, стоит его ублажить.||||
25|pwyllShroom|||||20|WeighedByCulwych,Pwyll_StartQuestWithCulwych|||||||||||||В деревне Пвилл вы встретили весовщика Кулвича, который отказался говорить с вами, пока вы не взвеситесь на его огромных весах. ##Вы взвесились, и теперь вам стоит доложить ему об этом.||||
