cae|||||
ID|Английский|Французский|Французский|Немецкий|Итальянский
caer124|Не тратьте слёз на меня, незнакомец. Я давно оставила жалость к себе. ||||
p626|Значит ли это... что другая версия вас всё ещё жива? ||||
caer125|<<Она усмехается.>> Разумеется, незнакомец. Это лишь в старинных сказках средневековья надо ((умереть)), чтобы сделаться призраком. ||||
caer126|На самом деле, вы хорошо знакомы с моим физическим я. <<Она подмигивает.>> Я уверена, вы догадаетесь, кто это.||||
p627|Так вы хотите мести?||||
caer127|Когда я увидела Велу, стоящую надо мной в миг моего рождения? Я ощутила вовсе не ненависть. Это была... ((разбитое сердце)). ||||
caer128|Ибо я любила её, незнакомец. Любила всем сердцем. И вдруг все те грядущие, что я провидела, — все те радостные мечты — просто... растаяли на глазах.  ##Вела, которую я увидела, была той самой Велой, которой я всегда страшилась. ||||
caer129|Так что нет, незнакомец, я не ищу мести; в моём сердце нет ненависти — если у меня вообще есть сердце. ||||
caer130|<<Она закрывает глаза.>> Я лишь хочу, чтобы всё это кончилось. Я хочу снова увидеть её ((улыбку))...||||
p628|Спасибо за историю. ||||
caer131|Я рада, что вы слушали, незнакомец. Скоро вы снова встретитесь с Велой, и теперь у вас может быть одно преимущество перед ней...||||
caer132|...вы можете ((понять)) её. ||||
chainedGod1|Похоже, Вела Каллос пронзила вашу грудь своим мечом. ||||
chainedGod2|Вы были на волосок от смерти. Я вырвал вас из верной гибели и исцелил ваше разбитое сердце, прежде чем пустота успела вас поглотить. ||||
chainedGod3|По правде сказать, я наблюдал за вами с немалым интересом. Ваше начинание не лишено опасностей, и я давно был наготове спасти вас от неминуемого поражения. ||||
chainedGod5|То, что вы избегали смерти так долго, без моей помощи, не что иное, как чудо. ||||
chainedGod6|Но теперь, похоже, у нас общий враг. ##Вела Каллос в своей ((дерзости)) заковала меня здесь в цепи из стали Пустоты. Я желаю свободы — а значит, она должна умереть.||||
chainedGod7|Достойная попытка, человек. <<Слова звонят в вашей пульсирующей голове.>>||||
p651|Вела — я был... так близко...||||
chainedGod8|Не отчаивайтесь. Меч Велы сразил многих врагов, более могущественных, чем вы. ||||
p652|Вот мы снова здесь.||||
chainedGod9|И снова я вытащил вас из пасти смерти...||||
chainedGod10|...но количество раз, когда я это делал, относительно невелико, человек. Вы хорошо справлялись, чтобы избежать поражения до сих пор. Верховный Исповедник была мудра, доверив вам это бремя. ||||
chainedGod11|...И я делал это бесчисленное количество раз, на каждом клочке земли этих островов. ##Без моей помощи, человек, у вас не было бы ни малейшего шанса дойти так далеко.  ||||
chainedGod12|...Один из многих раз, могу сказать — но в этом нет стыда. Вы выполнили свою задачу достойно. ||||
chainedGod13|Но вновь сойтись с Велой ((будет)) тяжким испытанием. Эмберианское искусство, которым она завладела, не одолеть так легко во второй раз. ##Чтобы пробиться, вам непременно понадобится моя помощь. ||||
chainedGod14|<<Сущность гремит цепями.>> Эти цепи из стали Пустоты скованы магией Велы. Лишь её рука — или её ((смерть)) — освободит меня. Я вверяю вам своё ((упование)), человек. ||||
p653|Я вас не подведу.||||
p654|Полагаю, у меня нет выбора.||||
chainedGod15|<<Божество кивает своими соединёнными головами.>> ##Теперь отправляйтесь к [[Верховному Исповеднику]]. Я думаю, она хочет поговорить с вами... ||||
admiral1|<<Авторитетный голос раздаётся из звуковых реле корабля. Вы предполагаете, что он принадлежит Адмиралу Каллосу из Флота Союза.>>||||
admiral2|...это просто ((немыслимо.)). Напомнить ли ((вам)), Верховный Исповедник Каер, что вы облечены властью в этом трибунале вопреки вашим бесчисленным преступлениям против Союза — большую часть которых вы совершили бок о бок с самой ((Велой)). ||||
admiral3|Мне нет дела до того, что вы послали за моей дочерью сброд непокорных преступников; памятуя вашу ((общую историю)) с Велой, я не могу с чистой совестью подпустить ни вас — ни ваших ((прихвостней)) — к ней и близко. ||||
admiral4|А посему вы на этой ветхой воздушной развалине будете ((прикрывать фланг)). Вы не вмешаетесь в эту операцию, что всецело в руках Флота Союза Вероотступников. Вы ((Свободны)).||||
hc171|Этот несносный ((глупец.)). Из всех, на ком лежит вина за этот кошмар, он... отнюдь не безгрешен. Если бы он только был Веле ((отцом)), когда она в нём нуждалась...||||
hc172|<<Громкий лязг раздаётся из гроба.>> А теперь он вздумал обыграть её в её же извращённой игре! Они хотят её ((украсть)), Исповедник XVII. Флот... жаждет заполучить Колыбель себе, чтобы власть Союза над Небесными Землями... стала безраздельной.||||
p551|Э-э, я думал, вы на стороне Союза?||||
hc173|Ничуть. Я ((презираю)) этих мерзких ублюдков. Но я подпеваю им в лад, чтобы уберечь себя... от тюремной камеры — совсем как вы. ||||
hc174|И кроме того. Это единственный способ, как я могу остановить Велу. Это... всё, что для меня важно сейчас. ||||
p552|Так что мы будем делать? ||||
hc175|<<Раздаётся вздох.>> Видно, придётся ((прикрывать фланг))... как и велит Адмирал Каллос. Слишком поздно и слишком многое на кону, чтобы теперь раскачивать лодку. ||||
p553|Так мы просто сдаёмся?||||
hc176|Я не ((сказала)) этого, Исповедник. У нас есть... козырь в рукаве, пока что. ||||
p554|Должен быть способ. ||||
hc177|Всегда есть способ, Исповедник. У нас есть... козырь в рукаве, пока что. ||||
p555|Мы должны просто позволить Союзу забрать это. ||||
hc178|Даже если позволим — у них ничего не выйдет. Вела скорее накличет новый ((Мировой Разлом))... чем отдаст Колыбель в руки отца. И с каждой минутой... такой исход всё вероятнее. ||||
hc179|Нет, есть другой способ, Исповедник. У нас есть... козырь в рукаве, пока что. ||||
hc180|Пока вы были заняты тем, что ((умирали)), остальная ваша команда сумела... вырваться из Подземелий на катере — благодаря тому, что Фрост его починил. ||||
hc181|Как вы, несомненно, заметили, Колыбель... поднялась в Небесные Земли. Флот Союза, наконец осознав ((серьёзность)) ситуации, появился... в полной силе. ||||
hc182|Но они не могут пробиться... через защитный щит Колыбели. Какая-то высокотехнологичная Эмберианская технология. Так что на данный момент... Они в тупике. ||||
hc183|Так что всё, что ((нам)) остаётся... это проскользнуть мимо обоих. Повести катер... и провести вашу ударную группу мимо крупнейшего флота в мире, сквозь неприступный Эмберианский щит... чтобы остановить опаснейшего человека на свете. ##Чего уж проще? ||||
p660|Это невозможно.||||
hc184|В нашей текущей ситуации... я бы согласилась. Но на этих островах разбросаны секреты, которые могут нам помочь. ||||
p661|Как мы пройдём мимо флота?||||
hc185|В его текущем состоянии, катер будет сразу обнаружен... аэронавигационными магами Флота. Но у Какстона Фроста есть идея.||||
hc186|Ходят легенды... о древнем Эмберианском воздушном корабле. Призрачное судно, способное преодолеть любую преграду... и уйти от любой погони. Говорят, оно разбилось в Мировой Разлом... и более его никто не видел.||||
hc187|Многие искали... [[разбившийся корабль]]. Тщетно. Прорицатели не находят ничего или... падают в апоплексическом ударе. Флот Союза считает его... всего лишь мифом.||||
hc188|Фрост... думает иначе. Были слухи... об определённом острове, с Эмберианским обломком, который дрейфовал через Небесные Земли. Этот самый остров... забрёл в Острова Грёз.||||
hc189|Обыщите [[самые дальние острова]] в Островах Грёз и отыщите... ту [[силу]], что прячет обломок... от взора прорицателей. ##Тогда... вы сумеете ускользнуть от блокады Флота. ||||
p662|Так как я могу ((добраться)) до этих островов? ||||
hc190|Вы не можете пилотировать катер, так как Фрост... должен его модифицировать... перед вашей атакой на Колыбель. ||||
hc191|Нет... похоже, вам понадобится [[ваш собственный воздушный корабль.]]||||
hc191b|...Вам, конечно, понадобится ваш собственный [[воздушный корабль]]. Не забудьте использовать [[Указ на Воздушное Судно]], который я вам дала.||||
hc192|Возьмите этот [[Указ на Воздушное Судно]]. Он поможет вам обойти бюрократический... ((кошмар)) покупки судна у [[Гильдии Крылатых Торговцев.]] ||||
hc193|Что касается крупной суммы, которую вам, несомненно, придётся заплатить... я не могу помочь. Наши казны... пусты, боюсь. ||||
hc194|И употребите это время... на то, чтобы [[как следует подготовиться]] к грядущей битве. Едва ли всё это... разрешится в ближайшее время, а штурм Колыбели... будет делом нелёгким. ||||
hc195|Теперь, вам следует идти. У меня есть... свои ((проблемы)), которыми нужно заняться.||||
p663|Понял. ||||
hc196|Хорошо. Вы свободны. ||||
p664|Какие проблемы?||||
hc197|О, это довольно... ((деликатное)) дело. Если честно, ваша помощь... была бы кстати.||||
hc200|О, Исповедник XVII. У меня есть ещё одно... задание для вас. Оно более... ((деликатного)) характера.||||
hc201|Как вы, несомненно, заметили, меж этим трибуналом... и остальным Союзом зреет разлад. И Флот, и моё начальство в Инквизиции... начали ((сомневаться)) в моей преданности делу. ||||
hc202|Так что они попросили меня... отдать приказ, который, как они знают, я найду... <<Она с хрипом вдыхает, >> ((неприятным)). ||||
hc203|Есть [[маленький дом]] в [[западном лесу Хэллоушира]], где наши агенты наткнулись на определённого [[божка]].||||
hc204|Этот крохотный увядший божок был бы пустяком, только вот... моё начальство ((знает)), что когда-то он был на моём попечении. Что я была... ((привязана)) к нему. ||||
hc205|<<Она замолкает на мгновение.>> Сейчас не время... будить их подозрения. Вы отправитесь к этому божку. Вы должны... <<она медленно сглатывает, >> ...((убить его)) — по моему приказу. И тогда... всё пойдёт своим чередом. ||||
p665|Ладно, я убью его для вас.||||
hc206|Спасибо... Исповедник. ##Помните: вы найдёте его в [[западном лесу]] Хэллоушира. ||||
hc207|Возьмите этот [[Кинжал Пустоты]]. Только сталь Пустоты может ранить бога. Используйте его, чтобы перерезать ему горло. ||||
p666|Расскажите мне об этом божке.||||
hc208|<<Она бьёт изнутри гроба.>> А это ((важно)), Исповедник? Это увядшие, жалкие останки угасших богов. Их тысячи рассеяны по Небесным Землям... со времён Войны Богов.||||
hc209|Инквизиция уничтожает их всё больше... каждый день. ((Этот)) — не исключение. ||||
p667|Я отказываюсь это делать.||||
hc210|Если у вас не хватает духу... я найду другого. ||||
p667b|Меня это устраивает.||||
p667c|Насчёт того божка, которого нужно было убить...||||
hc211|Я получила сообщение... что божок мёртв. ##<<Она вздыхает.>> Спасибо, Исповедник. ||||
p668|Я нашёл...||||
p669|Мне удалось...||||
p670|Я не... ||||
hc212|<<Она стучит механической конечностью по полу.>> Я не хочу слышать... детали, Исповедник. Я благодарна за вашу помощь, и это... всё. ||||
hc213|<<Она оставляет тишину висеть в воздухе. Но когда вы поворачиваетесь, чтобы уйти....>>## Кроме... одной вещи. Этот проклятый ((призрак)). Она была там? ||||
p671|Она была там.||||
hc214|Этот проклятый дух преследует меня годами. Я подозревала... что она может попытаться остановить вас. ||||
p672|Она намекнула, что вы... одно и то же лицо.||||
hc215|Призраки — не более чем... следы травмы, выжженные на реальности. Она — лишь эхо моей прежней себя. Застрявшее в... наивности и идеализме. ||||
hc216|<<Она вздыхает.>> Когда я ходила под парусом с Велой, я мечтала исцелить этот надломленный мир своей Викканской магией. Я верила, что всегда можно отыскать... ((компромисс)). ||||
hc217|Но понадобились месяцы пыток Инквизиции и ещё многие месяцы в антишифровой камере, чтобы мой сломленный разум... прозрел ((правду)). ||||
hc218|Лишь в одном... мы с этим ((духом)) сходимся. В том, что Велу... нужно остановить. Но только ((у меня)) достанет духу довести дело до конца. ||||
hc219|<<Она начинает кашлять, что переходит в хрип.>> Мы поступили правильно, Исповедник. Мы ((поступаем)) правильно. ||||
hc220|<<Гроб Верховного Исповедника уносят её собственные агенты.>> ##Отпустите меня, дураки! <<Она кашляет без остановки.>> ||||
hc221|<<Она замечает вас.>> ((Исповедник))! Вот и вы, ((предатель)). Вы хоть понимаете... что натворили?||||
hc222|Думаете, ублажив этот проклятый ((дух)), вы остановите безумие? Эта тварь даже не ((настоящая)). Всего лишь тень моей прежней себя. След травмы... выжженный на небесах. ||||
p673|Мне жаль.||||
p674|Вы заслужили это. ||||
hc223|<<Она испускает глубокий, хриплый выдох.>> Послушайте, Исповедник XVII. Меня бросят в камеру без замка, где я больше никогда не увижу света нейронной звезды. Но я не стану... ((держать на вас зла)). Не стану проклинать ваше имя. Только... сделайте ((одно)).||||
hc224|((Вела.)). Размозжите ей череп и раздробите кости. За то... что она ((сделала)) со мной...||||
hc225|<<Вы слышите, как она тихо рыдает внутри гроба.>> ||||
hc226|Ах, похоже, вы добыли... все необходимые компоненты, Исповедник. Базальт сообщает мне... что катер готов.||||
hc227|Это будет ваша... ((последняя)) миссия. Ибо после неё я объявлю ваше искупление... свершённым. И вы вновь сможете вольно скитаться по Небесным Землям.||||
hc228|Но я хотела предложить вам... место здесь, в этом трибунале. Если вы хотите... служить Инквизиции вместе со мной. ||||
p675|Спасибо. Я с радостью присоединюсь к Инквизиции.||||
hc229|Это... приятно слышать, Исповедник. Вы станете... выдающимся агентом. ||||
p676|Я предпочёл бы найти свой собственный путь.||||
hc230|Я уважаю ваши желания, Исповедник. Возможно, я бы поступила так же, если бы не была прикована... к этому гробу. ||||
p677|Я презираю это учреждение. Я бы скорее увидел его в огне.||||
hc231|<<Она хрипло смеётся.>> По правде, я вас не виню, Исповедник. Хотя, думаю, мне придётся... следить за своей спиной. ||||
hc232|Но... вернёмся к делу.||||
hc233|Вы соберёте свою ударную группу... для этого последнего задания. Вы подойдёте к [[Колыбели]] на [[катере]], и прорвётесь через защиту Велы.||||
hc234|Мы не видели никаких признаков аномального поведения от Колыбели. Так что мы можем только предположить... что Вела ещё не пробудила существо внутри. Вы должны ((убить)) её... прежде чем она сможет навредить.||||
p678|Ладно.||||
p679|((Убить)) её? Почему не захватить?||||
hc235|Вы не... ходили с ней под парусом в те дни. Вы не ((любили)) её, как я. Это не вас она ((предала)) и бросила умирать!||||
hc236|<<Она судорожно ловит воздух.>> Если дать Веле исполнить задуманное, она погубит нас всех. Эта женщина не заслуживает ничего, кроме смерти. ||||
p680|На самом деле, я хочу помочь ей.||||
hc237|<<Она безумно смеётся.>> Вы не поверите, сколько раз я слышала эти самые слова. Вела умеет вкрадываться в разум. Заставлять ((боготворить)) себя||||
hc238|Но не поддавайтесь её риторике. Она станет смертью для нас всех.||||
hc239|В любом случае, это не важно. Если вы не сделаете это, Орлайт ((сделает)). ||||
hc240|Просто пришвартуйте катер к Колыбели — и остальная команда пойдёт на штурм. Ждите яростного сопротивления. ((Жертвы)) могут оказаться неизбежны... Свидеться вновь доведётся не всем.||||
hc241|Но знайте: я прониклась к вам... ((уважением)), Исповедник. И верю, что, когда настанет час... вы поступите правильно. ||||
hc242|Спасибо за то, что вы сделали там, незнакомец. Не все поступили бы так, как вы.||||
hc243|Не лейте слёз по Верховному Исповеднику. Мне и самой не в радость видеть моё истинное «я» втоптанным так низко, но... она сама вырыла себе могилу, переметнувшись к этим властным ((ублюдкам)).||||
hc244|<<Она усмехается.>> О, не волнуйтесь; они не могут видеть или слышать меня. Я могу быть призраком, но я всё ещё могу соткать простое заклинание скрытности.||||
p681|Должен ли я следовать приказам Инквизитора Игнавиуса, тогда?||||
hc245|На вашем месте я бы о ((нём)) не тревожилась; этот неуклюжий болван и понятия не имеет, что творится вокруг. ||||
p682|Что мне делать? ||||
hc246|Какими бы ни были мои ((личные)) чувства к Верховному Исповеднику, её план — по-прежнему ваш лучший шанс подобраться к Веле. ||||
hc247|Вам просто нужно найти [[разбившийся Эмберианский корабль]] и его [[двигатель]], чтобы проскользнуть на Колыбель. ||||
p683|Как мне найти этот двигатель?||||
hc248|Верховный Исповедник сказала, что он на разбившемся корабле на каком-то острове, верно?||||
hc249|Ищите его, отправившись на [[самые отдалённые острова]] — тогда вы сможете использовать это устройство, чтобы проскользнуть через блокаду Флота Союза. ||||
p684|Спасибо, Каер.||||
hc250|Удачи, незнакомец. ||||
hc251|С возвращением, Исповедник.||||
hc252|Помните: вы найдёте его в [[западном лесу]] Хэллоушира. ##Используйте [[Кинжал Пустоты]], который я вам дала. Только сталь Пустоты может ранить бога. Используйте его, чтобы перерезать ему горло. ||||
hc253|Передумали, да? ||||
p684b|Насчёт моей миссии...||||
caer200|Похоже, вы справились, незнакомец. Катер был оснащён этими модными штуковинами, и вы готовы проскользнуть на Колыбель, никем не замеченные. ||||
caer201|И если вам и впрямь удастся это провернуть, вряд ли Инквизиция хватится одного Исповедника, сгинувшего в общей суматохе. <<Она подмигивает.>> ##Так скажите, незнакомец, — если выйдете из этого живым, что станете делать дальше? ||||
p685|У меня нет намерений уходить. Я останусь с Инквизицией. ||||
caer202|<<Она хмурится.>> Свобода зовёт, а вы предпочтёте остаться ((заключённым))? Для ((этих)) идиотов?||||
caer203|Ну, каждому своё, незнакомец — но я ожидала большего от ((вас)) из всех людей.||||
p686|Я просто посмотрю, куда ветер дует. ||||
caer204|Ах, свободный дух, да? Я не сомневаюсь, что вы станете ((довольно)) авантюристом. ||||
p687|Я отомщу этим Инквизиционным мудакам. ||||
caer205|<<Она смеётся.>> Теперь вы говорите на моём языке. Если бы у меня было тело из плоти и крови, я бы с радостью присоединилась к вам, незнакомец. ||||
caer206|Но... не стоит, пожалуй, делить шкуру неубитого медведя, а? Эта Колыбель сама себя не возьмёт. ||||
caer207|Похоже, ваши спутники готовы к предстоящей битве. Всё, что вам нужно сделать, это взять [[катер]] и отправиться на [[Колыбель]]. Если кто и сможет добраться до Велы, так это вы. ||||
caer208|А вот сможет ли кто остановить её... ну. Не знаю. Грандиозные мечты Велы и прежде кружили немало мудрых голов. Боюсь, как бы и вы не поддались.||||
caer209|Я не буду говорить вам, что делать, когда вы встретитесь с Велой лицом к лицу. Это для ((вас)) решать, незнакомец. Но я верю, что когда придёт время... вы поступите ((правильно)). ||||
caer210|Ублюдки! Эти Инквизиционные ((отбросы)) ваши друзья, незнакомец? Или, я должна сказать, ((Исповедник)), теперь? ||||
p688|Меня послали сюда убить божка.||||
p689|Мне дали задание, которое я не хочу выполнять.||||
caer211|Она послала вас убить Дану, да? ||||
caer212|<<Её глаза горят яростью.>> Эта ((сука))! ##Так она предаст нас, и всё, что мы когда-то ценили? Просто чтобы добраться до ((Велы))? ||||
p690|Вы знаете это место?||||
caer213|((Знаю))? Это мой ((дом)). Последнее место, где я жила с родителями, прежде чем они... <<Она осекается на полуслове.>> ||||
p691|Просто уйдите с моего пути. ||||
caer214|Послушайте, незнакомец. Вам вовсе не обязательно это делать. Верховному Исповеднику вы — вы ей ничем ((не обязаны))! Она вас ((использует))! ||||
caer215|<<Слёзы призрака падают с её лица, мерцая на свету, пока они исчезают.>> ##((Пожалуйста)), незнакомец. Используйте этот [[кинжал]], чтобы перерезать его путы, а не чтобы... чтобы... ||||
caer216|<<Она всхлипывает и глотает, но больше ничего не говорит.>>||||
caer217|<<Божок издаёт мягкий, печальный звук, который, кажется, эхом разносится по вашим костям.>>||||
caer218|Её имя... Дану. ##В Средневековье она была богиней-покровительницей могущественного королевства; пророчицей, что могла предсказать — и ((изменить)) — судьбы империй...||||
caer219|Но после Войны Богов, она была просто... моим ((другом)).||||
caer220|Моим родителям было поручено укрывать её от Инквизиции. В благодарность Дану научила меня владеть моим шифром — читать нити возможностей, что тянутся ото всего сущего, и ловить проблески вероятных грядущих. ||||
caer221|И... когда мои родители исчезли? Остались только я и Дану. ||||
caer222|Когда Вела нашла меня и я стала Тёмной Звездой — я оставила Дану здесь, под защитой оберегов и знаков. Даже теперь, в ((этом)) обличье, я всё ещё приглядываю за ней... ||||
p692|Так почему Верховный Исповедник хочет её смерти?||||
caer223|Потому что она много значит для меня — для ((неё)). ##Это... проверка лояльности. ||||
p693|Хватит уже этой жалостливой истории. ||||
caer224|((Пожалуйста)), просто ((слушайте)) меня, незнакомец.||||
caer225|Я — призрак Тёмной Звезды [[Каер]]. Я родилась из травмы, что она пережила, пав в том мятеже. ##Но Каер не ((умерла)); её сердце всё ещё бьётся. ||||
caer226|Инквизиция пытала её месяцами. Свела с ума неописуемыми орудиями и приспособлениями, а когда покончила с ней — швырнула в шифроглухую камеру. Впервые в жизни она не слышала языка космоса.||||
caer227|Для ((Каер)) это было всё равно что лишиться ((воздуха)). Хотя... наверняка мне не знать — к тому времени мы уже разделились. ##Что бы они ни сотворили со мной — с Каер, в те годы, — это и превратило её в Верховного Исповедника, которого вы знаете. ||||
p694|Так подождите — ((вы)) — призрак Верховного Исповедника? ||||
caer228|Если вы думаете, что мы кажемся совершенно разными людьми, ну... я приму это как комплимент. ||||
p695|Если вы одно и то же, разве вы не можете остановить её?||||
caer229|Мы ((не)) одно и то же. Я пыталась поговорить с ней однажды — попыталась заставить её увидеть смысл. Это было... бесполезно.||||
p696|По крайней мере, у Верховного Исповедника есть план.||||
caer230|Возможно, но она заключена в большее, чем один гроб. Её возможности сильно ограничены её хозяевами; и она движима только местью. ||||
caer231|Послушайте, незнакомец. Каер в том гробу? Она — лишь тень себя прежней; иссохший труп, едва цепляющийся за жизнь. ||||
caer232|Этот божок — последний осколок той, кем она была. Если вы убьёте здесь Дану, от Каер не останется ((ничего)) — ничего, кроме ((призрака)). ||||
p697|((Убейте божка.))||||
caer233|<<Вы подходите к божку с Кинжалом Пустоты. Существо визжит; странный, эфирный звук, который, кажется, резонирует через все ваши чувства.>>||||
caer234|<<Вы вонзаете кинжал ему в горло. Мучительный вопль словно эхом прокатывается через всё ваше существо, и божок вместе с кинжалом растворяются в небытии.>>||||
caer235|<<Призрак Каер визжит; ужасный крик, переходящий в рыдания.>> ##Незнакомец... ||||
caer236|<<Она вытирает эфирные слёзы.>> Так вы выбираете жизнь марионетки Инквизиции, да? ##<<Она всхлипывает.>> Пусть будет так. ||||
caer237|Я вас не покину. В отличие от той ((Верховного Исповедника)), я не таю обид; а то, что здесь на кону... слишком важно.||||
caer238|Но знайте: моя вера в вас разбита, незнакомец. ##А теперь... ((оставьте меня)). ||||
p698|((Освободите божка. ))||||
caer239|<<Вы подходите к божку с Кинжалом Пустоты. Божок визжит; странный, эфирный звук, который, кажется, резонирует через все ваши чувства.>>||||
caer240|<<Кинжал перерезает его путы одним сильным ударом, разрубая лезвие на тысячу кусочков. Божок свободен. Он щебечет, и волна тепла распространяется по вашему телу.>>||||
caer241|<<Призрак Каер кивает вам.>> Благодарю вас от всей души, незнакомец. Дану не заслужила столь жестокой участи. ||||
caer242|Я увижу вас снова в Ослепляющем Свете. Что-то подсказывает мне, что Инквизиция не будет благосклонна к Верховному Исповеднику за это. ||||
p699|((Уйдите.))||||
caer243|Ужасная штука, не так ли? Трудно понять, что она была сделана человеческими руками. Её артерии пульсируют множеством смертоносных машин. ||||
caer244|<<Она глотает.>> Слушайте, незнакомец... Я вижу, что эта битва будет нелёгкой. Путь вперёд нельзя пройти без кровопролития. ||||
caer245|Просто знайте, что, что бы ни случилось, вина не ваша. Мы, как всегда, танцуем под дудку Велы. ||||
caer246|Что у нас тут? Похоже, некая несчастная душа, выплюнутая из мрачной темницы, неведомо как забрела в самый судьбоносный миг на людской памяти. <<Она усмехается.>>||||
caer247|[[Ангел]] ((следит)) за вами, незнакомец. Для его непостижимого разума вы — не более чем букашка, ползающая по дерьму. ||||
caer248|И всё же здесь, на этом плане бытия, он бессилен без кого-то вроде вас. Это создание, рождённое из пустоты; оно мыслит и чувствует лишь на языке шифра, и ему недостаёт ((взгляда)) простого смертного. Чтобы обрести власть в этом мире, оно должно слиться с другим.||||
caer249|Это создание неподвластно предвидению, незнакомец. В нитях пророчества этот миг — бездна, сквозь которую мне не прозреть. Годами я думала, что на краю встанет Вела; но теперь вижу, что это... ((Вы)).||||
p700|Я доказал свою ценность.||||
caer250|Ваша ((заслуга)), незнакомец? Вечное заблуждение смертных — приписывать случай и привилегию ((божественному провидению)). ||||
p701|Это был просто бросок кости.||||
caer251|<<Она усмехается. >> Многие на вашем месте претендовали бы на полную ответственность за свои успехи. Я рада, что у вас хватает ума видеть иначе.||||
caer252|Эти острова издавна служили пристанищем мечтателям и фантазёрам. Их грёзы просочились в саму ткань земли и ждут того, кто их востребует. Здешний люд лишь взвалил свои чаяния на ваши плечи, не более. ||||
caer253|Но вам следует помнить, что ваша сила — ((вся)) сила — заимствована. Мы — всего лишь проводники.||||
caer254|И ныне — волей случая ли, умением ли — вы наделены силой большей, чем кто-либо до вас. Когда этот ангел пробудился в прошлый раз, весь мир обратился в руины. Вы можете изгнать его — или ((слиться)) с ним и преуспеть там, где другие потерпели крах. ||||
caer255|Что вы сделаете, интересно?||||
p702|Может ли этот ангел вызвать ещё один Мировой Разлом?||||
caer256|Я бы ((хотела)) сказать вам, что Эмберианцы, четыреста лет назад, использовали ангела со злым умыслом и глупостью, чтобы обречь мир на такую судьбу...||||
caer257|Но правда в том, что никому не ведомо, что случилось тогда и что может случиться теперь. Вела была уверена, что сольётся с ангелом, не запустив синтаксический каскад, — я же не столь самонадеянна, чтобы утверждать хоть что-то. ||||
caer258|Для кого-то, кто провёл свою жизнь, предсказывая будущее, это несколько ново признать: я не знаю. ||||
p703|Что мне делать? ||||
caer259|<<Она вздыхает.>> Долгое время я считала, что изменить законы шифра — переписать самую ((ткань)) бытия — грех постыднее, чем я в силах вообразить.||||
caer260|Я верила в это всем сердцем, когда пыталась остановить Велу; но её воля оказалась сильнее, и, противясь ей, я потеряла всё, что когда-либо берегла. ||||
caer261|И если я и впрямь когда-то любила её, разве не вижу я теперь, что ею двигали любовь и красота — не меньше, чем гнев и честолюбие?||||
caer262|<<Она слабо улыбается вам.>> Правда в том, что я больше не человек; лишь эхо человека. У меня нет права вмешиваться в дела живых. ##Поступайте, как считаете нужным, незнакомец.||||
p704|Ну, сейчас или никогда.||||
caer263|Удачи, незнакомец. <<Она тепло улыбается.>> ##Или, может быть, я должна назвать вас... ((другом.)).||||
caer264|Удачи, незнакомец. Если таковая существует.||||
