cae|||||
ID|English|French|German|Spanish|Italian
hc223|<<She exhales a deep, raspy breath.>> Listen, Confessor XVII. They'll throw me in a cell with no lock, from which I'll never see the light of a neuron star again. But I won't... ((resent)) you. I won't curse your name. So long... as you do ((one thing)).||||
hc224|((Vela.)) Crush her skull, and shatter her bones. For what... she ((did)) to me...||||
hc225|<<You hear her faintly sobbing inside the coffin.>> ||||
hc226|Ah, so it seems as though you have secured... all the necessary components, Confessor. Basalt informs me... that the cutter is ready.||||
hc227|This will be your... ((final)) mission. For after this, I will declare your penance... fulfilled. You will be free to roam the Skyrealms once more.||||
hc228|But I wanted to offer you... a place here, in this tribunal. If you wished to... serve the Inquisition alongside me. ||||
p675|Thank you. I'd gladly join the Inquisition.||||
hc229|That is... good to hear, Confessor. You will make... an exceptional agent. ||||
p676|I'd rather find my own path.||||
hc230|I respect your wishes, Confessor. Perhaps I would do the same, were I not bound... to this coffin. ||||
p677|I despise this institution. I'd sooner see it burn.||||
hc231|<<She chuckles gutturally.>> In truth, I don't blame you, Confessor. Though I guess I'll have to... watch my back. ||||
hc232|But... back to the task at hand.||||
hc233|You will assemble your strike team... for this final assignment. You will approach the [[Cradle]] in the [[cutter]], and fight your way through Vela's defences.||||
hc234|We've seen no sign of aberrant behaviour, from the Cradle. So we can only assume... that Vela has not yet awakened the creature within. You must ((kill)) her... before she can do any harm.||||
p678|Okay.||||
p679|((Kill)) her? Why not capture?||||
hc235|You did not... sail with her, back in those days. You did not ((love)) her, as I did. You were not ((betrayed)) by her, and left to die!||||
hc236|<<She gasps for breath.>> If left to enact her plans, Vela will be the death of us all. That woman deserves nothing better than death. ||||
p680|Actually, I want to help her.||||
hc237|<<She laughs maniacally.>> You wouldn't believe how many people I've heard those words from. Vela has a way of creeping into your mind. Making you ((adore)) her||||
hc238|But do not be swayed by her rhetoric. She will be the death of us all.||||
hc239|Anyway, it matters not. If you will not do the deed, Orlaith ((will)). ||||
hc240|Just get the cutter docked with the Cradle, and the rest of your team will begin the assault. Expect fierce resistance. ((Sacrifices)) may be necessary... We may not all meet again.||||
hc241|But know this: I have come to... ((respect)) you, Confessor. I trust that when it comes to it... you will do the right thing. ||||
hc242|Thank you for what you did back there, stranger. Not all would have done as you did.||||
hc243|Don't spare any tears for the High Confessor. It hardly pleases me to see my true self brought so low, but... she dug her own grave by siding with these authoritarian ((bastards)).||||
hc244|<<She smirks.>> Oh, don't worry; they can't see or hear me. I may be a ghost, but I can still weave a simple concealment spell.||||
p681|Do I have to follow Inquisitor Ignavius' orders, then?||||
hc245|I wouldn't worry about ((him)); that bumbling fool hasn't the slightest clue what's going on. ||||
p682|What should I do? ||||
hc246|My ((personal)) feelings for the High Confessor aside, her plan is still your best chance of getting close to Vela. ||||
hc247|You just have to find the [[crashed Emberian ship]] and its [[engine]], so you can slip onto the Cradle. ||||
p683|How do I find this engine?||||
hc248|The High Confessor said it was aboard the crashed ship on an island somewhere, right?||||
hc249|Search for it by sailing to the [[most distant islands]] - then you could use this device to sneak the cutter through the Union Navy blockade. ||||
p684|Thanks, Caer.||||
hc250|Good luck, stranger. ||||
hc251|Welcome back, Confessor.||||
hc252|Remember: you will find it in the [[western forest]] of Hallowshire. ##Use the [[Void Knife]] I gave you. Only Voidsteel can harm a god. Use it to slit its throat. ||||
hc253|Changed your mind, have you? ||||
p684b|About my mission...||||
caer200|Looks like you've done it, stranger. The cutter's been fitted with those fancy gadgets, and you're all set to slip aboard the Cradle without anyone being any the wiser. ||||
caer201|If you really manage to pull it off, I doubt the Inquisition will notice if a single Confessor goes missing in the chaos. <<She winks.>> ##So tell me, stranger - if you make it through this, what will you do next? ||||
p685|I have no intention of leaving. I'll stay with the Inquisition. ||||
caer202|<<She frowns.>> Freedom beckons, and yet you'd rather stay a ((prisoner))? For ((these)) idiots?||||
caer203|Well, each to their own, stranger - but I expected better from ((you)) of all people.||||
p686|I'll just see where the wind takes me. ||||
caer204|Ah, a free spirit, eh? I've no doubt you'll make ((quite)) the adventurer. ||||
p687|I'll have my revenge on these Inquisition pricks. ||||
caer205|<<She chuckles.>> Now you're speaking my language. If I had a body of flesh and blood, I'd gladly join you, stranger. ||||
caer206|But... I suppose you shouldn't count your eggsacs before they've burst, eh? That Cradle isn't going to assault itself. ||||
caer207|It seems like your companions are ready for the fight ahead. All you have to do is take the [[cutter]] and depart for the [[Cradle]]. If anyone can get to Vela, you lot can. ||||
caer208|And if anyone can stop her... well. I don't know. Many wise heads have been turned by Vela's grandiose dreams before. I fear you may be tempted too.||||
caer209|I won't tell you what to do when you meet Vela face to face. That's for ((you)) to decide, stranger. But I trust when it comes to it... you'll do what's ((right)). ||||
caer210|Bastards! Are these Inquisition ((scum)) friends of yours, stranger? Or should I say ((Confessor)), now? ||||
p688|I've been sent here to kill a godlet.||||
p689|I've been given a task that I don't want to do.||||
caer211|She's sent you to kill Danu, hasn't she? ||||
caer212|<<Her eyes burn with fury.>> That ((bitch))! ##So she would betray us, and everything we once held dear? Just to get to ((Vela))? ||||
p690|Do you know this place?||||
caer213|((Know)) it? It's my ((home)). The last place I settled, with my parents, before they... <<She chokes on her words.>> ||||
p691|Just get out of my way. ||||
caer214|Listen, stranger. You don't have to do this. The High Confessor, you - you don't ((owe)) her anything! She's ((using)) you! ||||
caer215|<<Spectral tears fall from her face, shimmering in the light as they dissipate.>> ##((Please)), stranger. Use that [[knife]] to cut its bonds, not to... to... ||||
caer216|<<She sniffs and swallows, but says nothing more.>>||||
caer217|<<The godlet emits a soft, sad sound that seems to echo through your bones.>>||||
caer218|Her name... is Danu. ##In the middle ages she was a patron god of a powerful kingdom; a prophet who could predict - and ((change)) - the fate of empires...||||
caer219|But after the God War, she was just... my ((friend)).||||
caer220|My parents had been charged with keeping her safe from the Inquisition. Danu was grateful, and taught me how to master my ciphestry - how to read the threads of possibility that spill from all things, and catch glimpses of likely futures. ||||
caer221|And... when my parents disappeared? It was just me and Danu. ||||
caer222|When Vela found me and I became a Dark Star - I left Danu here, with charms and sigils for protection. Even now, in ((this)) form, I still look over her... ||||
p692|So why does the High Confessor want her dead?||||
caer223|Because she means a lot to me - to ((her)). ##It's... a test of loyalty. ||||
p693|Enough of the sob story, already. ||||
caer224|((Please)), just ((listen)) to me, stranger.||||
caer225|I am the ghost of the Dark Star [[Caer]]. I was born of the trauma she felt when she fell to her doom in the mutiny. ##But Caer did not ((die)); her heart still beats. ||||
caer226|She was tortured for months by the Inquisition. Driven to madness with unspeakable tools and devices and then, when they were done with her, they threw her in a cipher-insulated cell. For the first time in her life she could not hear the language of the cosmos.||||
caer227|For ((Caer)), It was like being deprived of ((air)). Not... that I can know for sure, because we were already separate. ##Whatever they did to me - to Caer, in those years - turned her into the High Confessor you know. ||||
p694|So wait - ((you're)) the ghost of the High Confessor? ||||
caer228|If you're thinking that we seem like completely different people, well... I'll take that as a compliment. ||||
p695|If you're the same, can't you stop her?||||
caer229|We are ((not)) the same. I tried to talk to her, once - tried to make her see sense. It was... no use.||||
p696|At least the High Confessor has a plan.||||
caer230|Perhaps, but she is imprisoned in more ways than one. Her options are severely limited by her masters; and she is driven only by revenge. ||||
caer231|Listen, stranger. The Caer in that coffin? She's but a shadow of her former self; a shrivelled corpse who barely clings to life. ||||
caer232|This godlet is the last remnant of who she once was. If you kill Danu here, there will be ((nothing)) left of Caer - nothing but a ((ghost)). ||||
p697|((Kill the godlet.))||||
caer233|<<You approach the godlet with the Void Knife. The being shrieks; an alien, ethereal noise that seems to resound through all your senses.>>||||
caer234|<<You plunge the dagger into its throat. A pained wail seems to reverberate through your very being, and both the godlet and the knife dissipate into nothingness.>>||||
caer235|<<The ghost of Caer shrieks; an awful cry that descends into sobs.>> ##Stranger... ||||
caer236|<<She wipes away ethereal tears.>> So you choose the life of an Inquisition puppet, then? ##<<She sniffs.>> So be it. ||||
caer237|I won't desert you. Unlike that ((High Confessor)), I don't hold grudges; and what's at stake here is... too important.||||
caer238|But know that my faith in you has been shattered, stranger. ##Now... ((leave me)). ||||
p698|((Free the godlet. ))||||
caer239|<<You approach the godlet with the Void Knife. The godlet shrieks; an alien, ethereal sound that seems to resound through all your senses.>>||||
caer240|<<The knife cuts through its bonds with one hard strike, shattering the blade into a thousand pieces. The godlet is free. It chirrups, and a wave of warmth spreads through your body.>>||||
caer241|<<The ghost of Caer nods at you.>> Thank you dearly, stranger. Danu did not deserve such a cruel fate. ||||
caer242|I'll see you back at the Blinding Light. Something tells me the Inquisition will not look favourably upon the High Confessor, for this. ||||
p699|((Leave.))||||
caer243|A terrifying thing, is it not? It's hard to comprehend that it was made with human hands. Its arteries throb with all manner of deadly machines. ||||
caer244|<<She swallows.>> Listen, stranger... I can see that this fight will not be easy. The path ahead cannot be trodden without bloodshed. ||||
caer245|Just know that whatever happens, the blame is not yours to bear. We are, as ever, dancing to Vela's tune. ||||
caer246|What do we have here? It seems as though some wretched soul, spat from a dank prison cell, has somehow stumbled into the most fateful moment in living memory. <<She grins.>>||||
caer247|The [[angel]] ((watches)) you, stranger. To its incomprehensible mind you are little more than an insect crawling on shit. ||||
caer248|And yet here, in this plane of existence, it has no power without one such as you. It is a thing born of the void; it can think and feel only in cipher, and lacks the ((perspective)) of a mere mortal. To have agency in this place, it must merge with another.||||
caer249|This creature defies foresight, stranger. In the threads of prophecy this moment is an abyss through which I cannot see. For years I thought it was Vela who would stand at the precipice; but now I see that it is... ((You)).||||
p700|I have proven my worth.||||
caer250|Your ((worth)), stranger? It is ever the folly of mortals that they account chance and privilege with ((divine providence)). ||||
p701|It was merely the roll of a dice.||||
caer251|<<She smirks. >> Many in your position would claim sole responsibility for their successes. I'm glad you have the sense to see otherwise.||||
caer252|These islands have long been the home of dreamers and fantasists. Their delusions have seeped into the fabric of the earth, waiting for one to reclaim them. The people here have hung their wishes on your shoulders, nothing more. ||||
caer253|But you should do well to remember that your power - ((all)) power - is borrowed. We are naught but conduits.||||
caer254|And now, whether by chance of skill, you wield more power than any before you. The last time this angel was roused, the whole world was destroyed. You could banish it - or you could ((merge)) with it, and succeed where those before you failed. ||||
caer255|What will you do, I wonder?||||
p702|Could this angel cause another World Rend?||||
caer256|I would ((like)) to tell you that the Emberians, four hundred years ago, used the angel with malice and stupidity, so as to doom the world to such a fate...||||
caer257|But the truth is, nobody truly knows what happened back then, or what could happen now. Vela was certain she could merge with the angel without triggering a syntax cascade - I am not so brazen as to say either way. ||||
caer258|For someone who has spent her life predicting the future, it is somewhat of a novelty to admit: I have no idea. ||||
p703|What should I do? ||||
caer259|<<She sighs.>> I have long thought that to change the rules of cipher - to fundamentally alter the very ((fabric)) of existence - is a sin more shameful than I could imagine.||||
caer260|I believed this in my heart when I tried to stop Vela; but her will proved stronger, and in defying her I lost everything I ever held dear. ||||
caer261|And if I ever truly loved her, can't I also see that she was driven as much by love and beauty, as anger and ambition?||||
caer262|<<She smiles at you, weakly.>> The truth is, I am no longer a person; just an echo of one. I have no right to interfere with the living. ##Do as you wish, stranger.||||
p704|Well, it's now or never.||||
caer263|Good luck, stranger. <<She smiles, warmly.>> ##Or perhaps I should call you... ((friend.))||||
caer264|Good luck, stranger. If there is such a thing.||||
