NPC Name:|HallowQuests||||
casSurvivorC4|<<Her bright face falters as you unfold your tale.>>##I...I cannot say I am not grateful, but you'll excuse me if...that is... Leave us, please! You've...you've done enough!||||
casSurvivorC5|Leave us, please! You've...you've done enough!||||
casSurvivorC6|<<She looks at you bright-eyed.>>##Thank you so much. For everything.||||
casSurvivorCP1|Just happy to be of service.||||
casSurvivorCP2|<<Do not answer>>||||
casSurvivorCP3|<<Tell her what you've done.>>||||
casSurvivorCP4|<<Leave out the dark parts>>||||
secretAdv1|Hm, what's this? ((Another)) would-be adventurer on this drifting rock? I dare say, it's getting crowded here.  ||||
secretAdv2|So, out with it, then - are you ((also)) seeking the [[treasure]] that lies behind that stone door? ||||
secretAdv3|Uh, I guess so.||||
secretAdv4|Well, this just can't do! We can't ((both)) claim ownership of whatever lies beyond that door - imagine the embarrassment of admitting to the Riovan Spelunker's Guild that you had ((help!))||||
secretAdv5|Uh, I have no idea what you mean.||||
secretAdv6|<<He squints.>> Hmm. Playing coy, are we? Well, let's assume you're telling the truth.||||
secretAdv7|I'll tell you what. If you help me get this door open - and stand aside when I lay claim to whatever waits within - I'll reward you ((handsomely)).||||
secretAdv8|Nothing from this ancient cave, of course- but you can have something [[truly priceless]] from my merchant vessel in recompense. ||||
secretAdv9|All you have to do is [[pull this lever]] here, which will start some sort of timer. Then, you need to find [[ten secret switches]] that will unlock the door mechanism, before the [[time runs out]].||||
secretAdv10|Only, a catch: it seems as though the [[switches]] were themselves quite valuable, and have been plundered by the locals. For all we know, they could be [[scattered all over the Oneiric Isles.]]||||
secretAdv11|Quite a conundrum, eh? But remember - if you manage to open that door, I'll make it worth your while, and then some.||||
secretAdv12|<<The adventurer yells furiously.>> ((Squidshit! Typhos-crap! Son of a silkslug! Confound it all!)) ||||
secretAdv13|Uh, are you okay?||||
secretAdv14|What's the matter?||||
secretAdv15|The treasure! It's... it's...||||
secretAdv16|((It's a bloody I-O-U!))||||
secretAdv17|Look, this tablet here. In the prehistoric writings of the skydweller tribes, this roughly translates as... ||||
secretAdv18|((The great treasure hoard of...)) uh, I believe this translates as ((the Cloud Rider tribe))... ##((...has been loaned to our brethren of the Drifting Isles, for use of their... hot springs?)) ||||
secretAdv19|...##...||||
secretAdv20|...the bastards ((gave it away!)) ||||
secretAdv21|<<He sighs.>> Well, you got the blasted thing open, so I suppose I should honour our deal. ||||
secretAdv22|You may have my [[Adventurers' Cabin]], and all that lies within. I ordered my servants to dismantle it for transport. ||||
secretAdv23|Now leave me. Perhaps there's still a gemstone left in the dirt, somewhere... ||||
cephalokAgent1|I've been sent to keep track of this giant cephalok. It only turned up recently, and has some bigwigs in Hallowshire spooked. ||||
cephalokAgent2|Apparently, legends tell of some wikkans who built a castle inside of a cephalok's shell - but, that sounds like nonsense to me. And what am I supposed to do, crawl inside of its throat? ||||
