Dialogues:|Clockwork||||
onion13|Well, the mayor of Pwyll hired us to clear out some monsters in the shroom forest. Sure, we ran into some ((difficulties)), but a job's a job. An' she's not payin' up!||||
onion14|So, captain reckons if we steal her [[ledger]], we'll have proof an' can take it to the Riovan Court of Slaw.||||
p410|Court of ((slaw))?||||
onion15|Yup. It's a type of side dish.||||
p411|I think you mean ((court of law)).||||
onion16|<<He shoots you an angry glare.>> I know what I meant, ((friend)). The Riovan Court of Slaw.||||
p412|Never mind.||||
onion17|<<He nods victoriously.>>||||
p413|And how can I get this ledger?||||
onion18|Well, I'd sneak in [[at night]] while the mayor's asleep, of course. Then bring it back to me, an' you'll officially be a friend of the Rotten Onions.||||
onion19|@@I'm just a huge fan of the Rotten Onions. I'd ((love)) to see where you work.||||
onion20|%%<<He looks flattered.>> You've heard of us? You really have? ##<<He thinks a moment.>> Well, there's only one of you, so I reckon a quick snoop can't hurt...||||
onion21|Alright, you're free to go in.||||
onion22|&&Ha! I'm not fallin' for ((that)) one. ##...uh, not ((again)), anyway.||||
p414|Well maybe I'm just gonna walk in anyway.||||
onion23|H-h-hold it! If you just ((stride)) in there, I'm gonna have no ((choice)) but to... um... cut you down! So don't go tryin' anything stupid, right? ||||
p415|Alright, I get the picture.||||
onion24|<<He nods.>>||||
p416|Okay, I'll be going.||||
onion25|Greetins again, friend. Feel free to walk right on in. ||||
onion26|Godsdamnit. Some pillock let slip that our giant monster's actually jus' an ((enchanted balloon)), so looks like it's still gonna be boot leather for dinner.||||
onion27|Well, captain's not so bothered about security right now, seein' as he's mostly weepin' in his chambers, so I reckon you can go right on in. ||||
onion28|<<You realize that the>> [[Ledger]] <<is missing from your pockets. How strange...>>||||
onionCap1|Hmph, I don't recall admitting any visitors! I'm the esteemed captain of the Rotten Onion mercenary group, John Birdbark - and I do ((not)) remember summoning you into my bedchambers. ||||
onionCap2|Hmph, it's ((you)) again.||||
p450|I gave your guard the mayor's ledger.||||
onionCap3|Ah, so that was ((you))? Splendid, splendid! It will provide ample fuel for my fireplace.||||
p451|Wait, you're not going to ((do)) anything with it? ||||
onionCap4|Well, I spun the company some silly yarn about being able to get ((compensation)), or somesuch. But really I just wanted to cause that damned mayor a significant ((inconvenience)). Oh, I wish I could see her face - how ((mildly annoyed)) she must be! ||||
p452|Uh... no problem. ||||
onionCap5|Now, are you going to... leave? ||||
p453|I wanted to ask about that giant monster.||||
onionCap6|Hmm, oh yes! Quite the ((frightful)) thing, eh? I'm sure it's giving that wretched mayor a sleepless night or two. <<He chuckles.>> ||||
onionCap7|@@So how'd you get your hands on such a beast, eh? You can tell me. ||||
onionCap8|%%Well... Hmm... alright then, you seem like the trustworthy sort.||||
onionCap9|Here's the really ((clever)) thing - it's not actually a monster at all! It's just a giant balloon with an illusion spell cast on it. ((Ingenious)), no? ||||
onionCap10|Oh, I have absolutely no intent on sacking the town. Truth be told, I'm not sure my men could sack a ((nursery)). But maybe we'll scare them into giving us some coin, eh?||||
onionCap11|&&Hmph! Well... a lady never tells. <<He winks.>> ||||
p454|About something else...||||
onionCap12|Oh, ((do)) make it quick...||||
p455|What kind of name is Rotten Onion, anyway?||||
onionCap13|Well, a ((terrible)) one, of course. The previous name turned out to be a rather nasty ((slur)) in Slev - so we had to come up with a new one pretty quickly in a tavern. I suggested the name ((Golden Galleon)) - which I thought went down rather well.||||
onionCap14|But it turned out that the men had completely misheard me in the clamour of the pub. The next day, everyone was commending me on what an excellent name 'Rotten Onion' was. And once you get an idea into these buffon's heads, it's ((very)) hard to get it out. ||||
p456|Sorry, I'll just be going... ||||
onionCap15|Yes, if you ((would!))||||
onionGrunt1|Seein' that giant nautilob up there...? Makes me proud to call myself a ((Smelly Onion.))||||
onionGrunt2|...whassat? No, I'm certain it's ((Smelly)) Onion. I think I'd know my ((own)) merc company name!||||
onionGrunt3|People are always chattin' about those ((Dark Stars)) and their ((Vela Callose.)) But one day... one day they'll be talking about the ((Rotten Onions!)) And our... ((our))...||||
onionGrunt4|((Oh gods. What's our leader's name again?))||||
onionGrunt5|These ol' God War fortresses sure are strange, what with everything made out of metal, an' all. If you ask me, boxes n' boats should be made o' ((wood.))||||
onionGrunt6|Gods, my feet ache from patrolling all day. Who's gonna bother to rob us anyways? We're broke!||||
onionGrunt7|You may've charmed the others, but I've got my eye on you. ||||
emyr1|<<The farmhand sits aimlessly, watching the mushrooms.>> ||||
p501|Busy day? ||||
emyr2|<<You startle the farmhand.>> Hmm? Oh, Emyr wasn't slackin' off, oh no! Issjust... there ain't much to do around here lately, on account o' the poor shroom yield. ||||
emyr3|Each year the harvests get leaner an' leaner. Dwynn says it'll be fine, but I don't think even ((he)) believes it.||||
emyr4|Last time I took scryshroom, I saw a vision of Pwyll, barren an' bare, the houses all ruined. Honestly, unless we ((do)) summin', this town ain't got much of a future, I reckon...||||
p502|Have you heard of any god-worshippers around here?||||
emyr5|<<He looks suddenly nervous.>> Emyr don't know nuffin', y'hear? If I get caught talkin' about that kinda stuff, Culwych'll go an' weigh me on those scary scales o' his... ||||
p503|I'll leave you to it.||||
emyr6|<<He returns to staring at the mushrooms.>>||||
emyr7|So yer stopped Lludd from sacrificin' hisself, eh? Gotta admit, part o' me's relieved.||||
emyr8|So he really went an ((did)) it, eh? Lludd, sacrificin' hisself for the good o' Pwyll. Gotta admit, I'm glad the village is saved an' all, but it don't make me feel good knowin' Lludd's gone. Not good at all. ||||
emyr9|Guess I should come clean an' say... that were me, in the Wikkan robes, conductin' the Wikkan ritual. It were all stuff we found in the mayor's basement - old stuff from before the war, an' the like. ||||
emyr10|I wanted to save the village an' all, but I did say to Lludd, d'ya ((really)) wanna do this, y'know? I never wanted anyone to ((die)) over it. ||||
emyr11|Just... don't mention me to ol' Culwych, will ya? I didn't really know what I was gettin' myself into. I don' wanna rot in some prison cell... ||||
emyr12|<<In the darkness and under such a thick hood, you can't make out the person's face.>> ##Get ((away)) from me, y'hear? You shouldn't ((be)) here. Come any close an' I swear, ye'll regret it... ||||
ghutrid1|Hmph, what's this - ((another)) drop in? I thought I ((told)) Dwynn to stop giving a key to any ol' breather. ||||
ghutrid2|<<She lets out a raspy sigh.>> Look, I'm sure you know the drill, but... tell ((anyone)) about our little smuggling enterprise and you'll get a blade in the gut. <<Her torn lips form a mockery of a smile.>> ##Got it? ||||
ghutrid3|<<She claps her hands together.>> Well, with the ((pleasantries)) out the way, what'll it be? You looking to move some goods - or you after a [[Union Passport?]]||||
ghutrid4|You again, eh? Well, what'll it be? ||||
p550|Let me see what you have for sale.||||
ghutrid5|<<She nods.>> And ((obviously)) you didn't get it from me, right? ||||
p551|You look a little... worse for wear. ||||
ghutrid6|What, you never seen an [[Endless]] before? ##<<She coughs.>> Bet you haven't, an' all. ||||
ghutrid7|Well, the name's Ghutrid, an' I'm six hundred-an-somethin' years old. Forgive me if I can't recall the ((exact)) number - the last hundred 'ave been a bit of a ((drag.))||||
ghutrid8|Anyways, I'm not a bloody emissary for the [[Endless Realm]]. You can see its rotten trees an' mausoleum spires from Pwyll - so if you ((really)) wanna know the ((delights)) of eternal life in a dusty tomb, you can go visit sometime. ||||
p552|Your Union Passports - do they work?||||
ghutrid9|Well if they ((didn't)), I'm not likely to tell you now, am I? ##How's this; if the feller at the gatebridge susses it's a forgery, I'll come give you a friendly visit at your Inquisition prison cell. Satisfied? ||||
ghutrid10|So, if you want one, just have a look through [[my stock.]]||||
p553|What's with the portal in the back?||||
ghutrid11|<<She grins.>> Ah, an old family heirloom, shall we say. Us Endless are fond of our portal mirrors, even if they often lead you to the arse-end of a mausoleum. ##Thought I might as well make ((good use)) of a pair, an' struck up this little partnership with Dwynn.||||
ghutrid12|That one leads right to the [[Lost Purse]] in [[Hallow Town]]. Let's just say the folk over there share a mutual distaste for Union taxes. <<She chuckles.>>||||
ghutrid13|Only, they keep the room barred from the other side unless we have a delivery, so don't go snoopin', now. ||||
p554|I'll be going.||||
ghutrid14|Right. An' not a word to anyone, y'hear? ||||
mechFarmer1|Stop right there! <<The man brandishes a particularly rusty sword in your direction.>>##Y'er not... ((ticking)), are ye? No metallic limbs? Leaky joints? ||||
p601|Why would I be... ((ticking))?||||
mechFarmer2|Because ye might be a ((mechanical contraption)), hidin' in the ((skin)) of a person! ##<<He gasps for air and blinks at you.>>||||
mechFarmer3|Well, don't look at me like I'm ((daft!)) It's a perfectly reasonable suspicion!||||
p602|Yes! I am in fact, a ((clock.)) ||||
mechFarmer4|<<The man gasps.>> Ah! I knew it! These fiendish contraptions are gettin' more fanciful by the day! ||||
mechFarmer5|<<The man steps closer and prods you a few times with his finger.>> Hmm.||||
p603|Get off me, old man!||||
mechFarmer6|Y'er in ((my)) house! I'll do as I damn well please. ##<<He scowls at you for a moment.>>||||
p604|((Allow him to continue.))||||
mechFarmer7|<<He prods you a few more times.>> Hmmmm.||||
mechFarmer8|Gah! Well I'll admit, you don't ((seem)) like a mindless killin' machine from that blasted [[Clockwork Kingdom]]. It's just, since the [[attacks]] I've been pretty jumpy. ||||
p605|Tell me about the Clockwork Kingdom.||||
mechFarmer9|These [[Oneiric Isles]] are home to a certain [[Clockwork Kingdom]], due [[east]] of this 'ere hamlet of Pwyll. ||||
p606|What's that about a ((Clockwork Kingdom?))||||
mechFarmer10|Hmph, new here, are ye? These [[Oneiric Isles]] are home to a certain [[Clockwork Kingdom]], due [[east]] of this 'ere hamlet of Pwyll. ||||
mechFarmer11|For a while they were decent enough neighbours - 'cept for those bothersome factories billowing out smoke an' the occasional explosion rockin' the whole isle somethin' fierce. ||||
mechFarmer12|But folk say their machine-king went mad, an' now somma their gadgets and gizmos are spillin' cross the border an' wreaking havoc with my crops. ||||
p607|Did you say you were getting attacked?||||
mechFarmer13|<<He sighs.>> Aye. By mechanical monstrosities. ##<<He frowns at you.>> An' don't ((laugh))! I'm bein' sincere! ||||
mechFarmer14|They've been coming from the east; where the snow's been fallin'. Funny thing - it never ((used)) to snow here.||||
mechFarmer15|At first they were jus' little things. But lately, one [[huge metal bastard]] 'as taken to ((tending)) my crop shrooms with its weapons. If I try and shoo it away, it attacks! ||||
p608|I think I've already dealt with that. ||||
mechFarmer16|<<His eyes open wide.>> You ((have?)) And there was me thinking anyone ((foolish)) enough to try would be hacked into tiny pieces! <<He chuckles.>>||||
p609|I could try and shut it down for you.||||
mechFarmer17|You would? Oh, I'd by mighty 'preciative. If you manage to do it, there'd be some [[coin]] in it for you. ||||
mechFarmer18|The machine seems t' lurk in the [[snow-tipped mountain to the east]]. Simplest way o' dealin' with it would be to [[smash it to pieces]], but... its [[armour]] will deflect any blow that 'aint [[strong enough.]]||||
mechFarmer19|So maybe there's some way o' shuttin' it down? There were a couple o' suspicious [[container crates]] that fell in the [[forest around here]]. ||||
p610|Well, good luck with that, old man.||||
mechFarmer20|<<He scoffs.>> Aye, an' I'll need it. ||||
p611|Can you tell me about that machine that's been bothering you?||||
p612|I've got to get going.||||
mechFarmer21|<<He nods.>>||||
p613|I've dealt with the machine that's been bothering you. ||||
mechFarmer22|<<His eyes open wide.>> You ((have?)) And there was me thinking you'd be hacked into tiny pieces! <<He chuckles.>>||||
mechFarmer23|So tell me, how'd you do it? ||||
p614|I kept smashing it until it stopped moving.||||
mechFarmer24|<<He nods in appreciation.>> Like my pa used to say, If you can solve any problem with violence; you'll do alright in this world. ||||
mechFarmer25|<<He clears his throat.>> O' course, my pa died in a pub brawl, rest 'is soul. But ((in this case)) I s'pose he was right.||||
mechFarmer26|Anyway, it's not much, but I have some [[coin]] stashed away here. Please accept it, along with my 'eartfelt thanks. ||||
p615|I managed to disable it remotely.||||
mechFarmer27|<<He taps his forehead.>> Ah, a clever one, are we? ||||
mechFarmer28|Well, it's not much, but I have some [[coin]] stashed away here. Please accept it, along with my 'eartfelt thanks. ||||
p616|I changed its protocols; it should tend your farm peacefully, now. ||||
mechFarmer29|<<He seems taken aback.>> You... changed its ((what)) now? So y'mean it's all ((friendly)) all of a sudden?||||
mechFarmer30|<<He strokes his chin.>> Hmm. If this ((works)), and that machine proves even half as useful as I 'eard they were... why, I'll be the ((richest)) shroom-tender in Pwyll...||||
mechFarmer31|<<He breaks into a beaming grin.>>  Maybe even in ((Hallowshire...))||||
mechFarmer32|Thank you, stranger - truly. ##I have here an old [[family heirloom]] that should be worth a few bob to the traders in Hallow Town - please, take it. You've ((earned)) it. ||||
mechFarmer33|Hmph. Sorry if I'm a bit distracted, traveller; that blasted [[mech]] from the [[Clockwork Kingdom]] is still ravaging my crops. ||||
mechFarmer34|Ah, if it isn't my favourite passer-by. I gotta tell you, things 'ave been much more peaceful around 'ere since you took care of that blasted machine.||||
mechFarmer35|Ah, if it isn't my favourite passer-by! ##I gotta tell you, since you tinkered with that robot and made it all friendly, my crop yields 'ave been ((bountiful.)) ||||
mechFarmer36|<<He scoffs.>>Are you just pullin' my leg?||||
mechVassal1|<<The device crackles with the distinct pulse of cipher-magic. Its ocular-skull registers your presence and a mechanical quill scratches out the following lines:>>||||
mechVassal2|[[REJOICE]], DOWNTRODDEN THRALL OF THE DEFEATIST POWERS! THOU STANDEST NOW WITHIN A FIEFDOM OF MACHINUS REX. ||||
mechVassal3|[[PROCLAMATION]]: THIS HONOURABLE VASSAL GOVERNS THE PROTOCOLS OF ITS INDENTURED AUTO-SERFS. ##DESCRYING CENSUS... ||||
mechVassal4|NUMBER OF INACTIVE AUTO-SERFS: [[253]]. ##NUMBER OF ACTIVE AUTO-SERFS =: [[1]]. ##CURRENT LABOUR PROTOCOL: [[MILITANT AGRICULTURE]]. ||||
mechVassal5|DOST THOU HAVE A QUERY? ||||
p620|What if I just smash you up? Will that stop the robots from working?||||
mechVassal5b|PONDERING... ##[[JUDGEMENT]]: CESSATION OF DUTIES IS ONLY PERMITTED BY ORDER OF MACHINUS REX OR ITS APPOINTED DEPUTIES. THEREFORE, [[EDICT]]: THY PETITION IS DENIED.||||
p621|I want to shut down the machine in your service.||||
mechVassal6|[[AXIOM]]: ASSAULT OF A ROYAL VASSAL IS TREASON, & MAY BE ADJUDGED AN ACT OF WAR. THEREFORE, [[EDICT]]: THOU SHALT NOT LAY A HAND UPON THIS VASSAL.||||
p622|((Give the thing a whack)).||||
mechVassal7|<<You strike the machine. It doesn't take much force for it to sputter and stop. After a few moments, you are satisfied the thing has stopped working.>>||||
p623|Never mind. ||||
p624|I want to change the, uh, labour protocols. ||||
mechVassal8|PONDERING... ##[[JUDGEMENT]]: ALTERATION OF PROTOCOLS IS ONLY PERMITTED BY ORDER OF MACHINUS REX OR ITS APPOINTED DEPUTIES, OR BY THE ORDAINED DISCRETION OF THIS VASSAL. THEREFORE, [[QUERY]]: WHAT IS THINE ARGUMENT?||||
p625|@@Your serf is causing havoc and will likely be destroyed, unless you tell it to calm down.||||
mechVassal9|&&CONTEMPLATING CANON(Disputation)... ASSAYING VALIDITY... ##[[JUDGEMENT]: THINE ARGUMENT IS UNWORTHY. THEREFORE, [[EDICT]]: THIS VASSAL WILL CONTINUE ITS DUTIES.||||
mechVassal10|%%CONTEMPLATING CANON(Disputation)... ASSAYING VALIDITY... ##[[JUDGEMENT]]: THINE ARGUMENT IS WORTHY.||||
mechVassal11|THEREFORE, [[EDICT]]: AUTO-SERF LABOUR PROTOCOL IS HEREBY REVISED. CURRENT LABOUR PROTOCOL: [[BENEVOLENT AGRICULTURE]]. ||||
mechVassal12|ALL HAIL ITS MAJESTY MACHINUS REX, THE CLOCKWORK KING! ||||
p626|Never mind, I'll be going. ||||
mechVassal13|<<The machine seems inoperable.>>||||
mechVassal14|[[PROCLAMATION]]: THIS HONOURABLE VASSAL GOVERNS THE PROTOCOLS OF ITS INDENTURED AUTO-SERFS. ##DESCRYING CENSUS... ||||
mechVassal15|NUMBER OF INACTIVE AUTO-SERFS: [[253]]. ##NUMBER OF ACTIVE AUTO-SERFS: [[1]]. ##CURRENT LABOUR PROTOCOL: [[BENEVOLENT AGRICULTURE]]. ||||
mechVassal16|NUMBER OF INACTIVE AUTO-SERFS: [[254]]. ##NUMBER OF ACTIVE AUTO-SERFS: [[0]]. ##CURRENT LABOUR PROTOCOL: (((ALAS, CANNOT CONJURE VERSE))).||||
mechVassal17|<<The machine waits for you to say something.>>||||
mechPasssive1|<<The machine continues with its agricultural duties, indifferent to your presence.>> ||||
