|||||
ID|English|French|German|Spanish|Italian
Duchess76|But the ((rules?)) The grammar, the syntax, the signs themselves? All of us, from the humble scribe to the powerful cipher wizard, must adhere to these constraints. When we don't? There are often... ((dire)) consequences. ||||
p430|Like the Endless.||||
Duchess77|<<She nods.>> Exactly. The spell cast by our king, all those years ago, was ambitious indeed. The errors were likely minor - but when applied to a whole ((kingdom?)) It was catastrophic.||||
p431|Like the Clockwork Kingdom.||||
Duchess78|<<She nods.>> I've seen what their monarch is doing with my own eyes. Rewriting minds, matter - whole ((swathes)) of reality. It will not end well for them.||||
p432|Like the World Rend. ||||
Duchess79|<<She nods.>> I don't know for ((sure)) what happened back then, but I witnessed it with my own eyes. ((Felt)) it in my mind. It was the most powerful spell I have witnessed, and it was caught in a syntax cascade. An infinite loop... ||||
Duchess80|But if Vela's plan works, she'd make the impossible... ((possible.)) With a click of a finger, she could raise an empire. Make anyone ((truly)) immortal... even raise someone from the dead. ||||
p433|Sounds incredible.||||
p434|Sounds dangerous. ||||
Duchess81|Indeed. I have often weighed this dilemma in my mind. Would it be for good, or for ill?||||
Duchess81b|Very well. The heart of the matter is this...||||
Duchess82|My people live in torment; our decaying bodies and haunted minds are prisons from which there is no escape. ##But... could Vela's plan be our salvation? Or would it subject the whole ((world)) to a similar torment? ||||
Duchess83|I haven't yet made up my mind. But if I'm honest, I would like to be there... when the decision is made.||||
p435|Then help me find Vela. ||||
p436|It seems like our interests align.||||
Duchess84|Alas, I'm somewhat ((engaged)) for the moment. I think I mentioned a... family crisis? ##[[My daughter]] has been stolen from me.||||
Duchess85|<<She closes her eyes.>> Her name is Ellyn. Of all my children, she alone remains. ##I can still see her, nine years young, holding my hand in the lush grass of Verdant. Everyone in the village knew that beaming smile. ||||
Duchess86|She is nine years old, still - and the feeling of her hand in my own is all that keeps me clinging to this wretched existence. ##And now those ((damned)) [[Cadavers]] have taken her. ||||
p437|Can't you save her yourself?||||
Duchess87|Oh, I am trying, but the Cadavers are obsessive in their hatred of me. I must move slowly and carefully. ##<<She thinks for a moment.>>||||
Duchess88|But ((you?)) As a stranger to the whole situation, you may very well have some advantage...||||
p438|I could try and rescue your daughter.||||
Duchess89|You would, mortal? If you were to save her, I would truly be in your debt.||||
Duchess90|The Cadavers are a secretive bunch, but I've caught wind that one of them frequents the [[Rotten Coffin]] in [[Sepulchre.]] He wears a [[full suit of armour]], and holds a [[key]] that will grant access to the upper levels of Cadaver Keep.||||
Duchess91|He surely won't speak to me, nor my lackeys. But ((you?)) You're an outsider. More than that, you're a ((mortal.)) And Cadavers are ((very)) interested in mortals...||||
p439|Okay, I'll try and find her.||||
Duchess92|Thank you, mortal. ||||
p440|Wait... why are they interested in mortals?||||
Duchess93|Oh, did I... forget to mention? ||||
Duchess94|While most of the Endless eat from Penitent Thaw's mindless Flesh Farms, the Cadavers still believe it's their right to feast upon sentient flesh... like ((you.)) ##But don't worry. I'm sure you'll be fine.||||
Duchess95|My daughter has a [[signet ring]] on her finger. Find her, and I'll help you track down Vela. You have my word.||||
Duchess96|Greetings, mortal. How do you fare?||||
p441|How can I find your daughter, again?||||
p442|Where exactly is Cadaver Keep?||||
Duchess97|The keep is the [[northern-most]] structure in the Endless Realm. Keep walking north, past [[Sepulchre]], and you can't miss it.||||
Duchess98|The front of [[Cadaver Keep]] is heavily guarded, but the fortifications are old and weathered - so you may be able to slip in through the walls, somewhere...||||
Duchess99|But remember - certain sections of the keep require a [[key]] that I don't possess. You'll need to procure one from the [[Cadaver]] in the [[Rotten Coffin]] pub to explore the whole thing.||||
p443|About your daughter...||||
Duchess100|Did you find her, mortal?||||
Duchess101|I must admit, I have been watching your progress with interest. <<With a flick of her wrist, she creates a small, shimmering mirror. It seems to show you entering Cadaver Keep.>>||||
Duchess102|But, my voyeurism spells couldn't penetrate the island above the keep, so I've been awaiting your return with baited breath...||||
p444|I'm sorry, Duchess. It's not good news.||||
Duchess103|<<She is suddenly deathly still.>> Was she... not there?||||
p444b|I have her hand. Nothing more.||||
Duchess160|<<You present the hand to the Duchess. A beaming smile spreads across the Duchess' face.>>||||
Duchess161|Ah, my Ellyn, you are returned to me at last! ##<<The Duchess tenderly presses the hand against her face. Ellyn's hand seems to respond in kind, relaxing and stroking her mothers' cheek.>>||||
p444c|Uh, you were ((expecting)) this? ||||
Duchess162|Apologies, mortal, did I forget to mention? All that remains of my daughter is her hand.||||
p445|Where's the rest of your daughter? ||||
Duchess104|The rest of her was lost, many centuries ago. Where? I cannot say - but it is not an uncommon fate for my kind. ||||
Duchess105|It is very hard to truly ((kill)) an Endless. But that does not mean our bodies can't be broken. Severed. ((Seperated.)) Many of my kind rest not in peace, but in pieces - scattered around the realm like fallen leaves.||||
Duchess106|I lost Ellyn to this abhorrent fate some three hundred years ago. <<She touches the hand, gently.>> ##I have long accepted that I will never see her face again.||||
Duchess107|But she is not ((dead.)) She is conscious, and she ((knows)) the touch of her mother. So what more can I do, but be there for her? ||||
p446|That's... touching.||||
p447|That's... horrible.||||
Duchess108|<<She sighs.>> It is, of course, not a fate I would have chosen for my daughter. I often wonder if it would be kinder for her to be... ((truly)) at peace. ||||
Duchess109|I suppose that's why I followed Vela for so long. For good or ill, she promised ((change)).||||
p448|With Vela, you could grant the Endless a true death. ||||
Duchess110|<<She strokes her daughter's hand.>> Perhaps you are right. Perhaps my kind has lingered in wretchedness for too long.||||
Duchess111|<<She closes her eyes.>> This is no life. We are but ghosts, who cling to fading dreams. I do not wish this for my daughter. ||||
p449|With Vela, you could make the Endless truly immortal.||||
Duchess112|<<She strokes her daughter's hand.>> Perhaps you are right. I should fight for a ((better)) life for my daughter, so she can feel the wind on her face once more... ||||
p450|Vela meddles with powers beyond her control; we must learn to accept our fate. ||||
Duchess113|<<She strokes her daughter's hand.>> Perhaps you are right. This curse is our burden to bear. To risk utter catastrophe over some fool's hope? It would not be right. ||||
Duchess114|<<She is silent a moment.>> Thank you, mortal, for returning my daughter to me. I hope the whole ordeal wasn't too... troublesome.||||
p451|No, no trouble at all. ||||
p452|That tower was pretty tall. There were a ((lot)) of ramps.||||
Duchess115|<<She smiles.>> You're too modest, mortal. Don't think I hadn't noticed that missing finger of yours.||||
p453|Well, I ((did)) lose a finger.||||
Duchess116|<<She smiles.>> I noticed, mortal. ||||
Duchess117|But, nothing a little cipher can't fix. Here, hold out your hand...||||
Duchess118|<<The Duchess utters some harsh sounding consonants, and her voice seems to suck the warmth from the air. For a moment, your hand seems to burn with an unbearable heat.>>||||
Duchess119|<<But when you look down at it, your missing digit has been replaced with a spectral finger. It glows and shimmers with unnatural colour, but is firm to the touch.>>||||
Duchess120|There we are, mortal. You may even find this to be an ((improvement)). Few can match my skill with cipher facsimiles. ||||
Duchess121|And now, I will honour my side of the bargain. ##When I delved into your mind, I saw that you have captured the [[Blinding Light]], correct? I will make my way there, so we can plan our next move.||||
Duchess122|Farewell for now, mortal. ||||
Duchess123|Ah, it's good to be out in the skyrealms again! One can get frightfully bored spending eternity in dusty old tombs. ||||
p454|How are you settling in? ||||
Duchess124|I've just about finished transposing my collection of essential grimoires. Not a bad spot for them, eh? ||||
Duchess125|I must admit, it's exciting to see all these mortals scurrying around. There's an ((urgency)) to mortal life that's been lost to my kind. I realise now that, since giving up this life... I've missed it.||||
p455|I wanted to ask you something.||||
Duchess126|Go ahead, mortal. ||||
p456|About the task at hand...||||
Duchess127|<<She nods.>> I understand you're still looking for my former comrades? ||||
Duchess128|Well, you should start with [[Jack Basalt.]] You'll probably find that old seaslug in the nearest tavern - which I understand to be the [[Wobbly Noggin]] pub in [[Hallow Town.]]||||
Duchess129|Now, if you're looking for Vela, you'll need to track down Orlaith - or, as most folk call her, [[The Emberian.]] If anyone knows where Vela is, it's going to be her. ##Last I heard, she was hunting for Emberian ruins in [[Hallowshire]]. ||||
Duchess130|If you're going to get this place up and running again, you're best bet is to find [[Caxton Frost]], one of the finest engineers I've ever known. I imagine he's back in the [[Clockwork Kingdom.]]||||
p457|About your past...||||
Duchess131|There's quite a lot of it. What do you want to know?||||
p458|Tell me again about the Great Devouring. ||||
p459|Tell me of your time as a Dark Star merc. ||||
Duchess132|Well, I've spent most of my pitiful existence trying to avoid my duties as a duchess. If you can, try to imagine ((six hundred years)) of etiquette and droll ceremony. It's enough to drive anyone to madness...||||
Duchess133|So I left my seat, my realm; my duties. I wandered the skyrealms, drifting through places beyond my imagining, until I fell into the company of an ambitious young mortal called ((Vela.)) ||||
Duchess134|<<A thin smile spreads across her lips.>> ## You know, when I first joined them - I thought it would prove a trifling amusement to watch such an incongruous bunch of mortals get themselves killed...||||
Duchess135|But oh, it turned out to be so much more. To be in the company of those Dark Stars was to be in the flow of constant ((change)). No longer was I rotting in a tomb, in adherence to tradition - every day we sent ripples through the world.||||
Duchess136|<<She sighs.>> And I even allowed myself to get swept up in her rhetoric. To believe that there could be... ((hope)), for myself and my kind...||||
Duchess137|But like all mortal endeavours, it couldn't last. Vela's flame began to flicker; her optimism gave way to fear and desperation. Eventually, Orlaith led the mutiny that tore the Dark Stars apart..||||
Duchess138|Many of us scattered, after that. Personally I had no interest in loitering around the carcass of a once-great thing, so I returned home - to a more familiar pile of bones.||||
p460|What caused so many Dark Stars to leave? ||||
Duchess139|Well, it all started with that [[Godkiller contract.]] It was at the height of the Dark Stars' infamy, when all of the skyrealms seemed to whisper our names in hushed tones. We were contacted by a Riovan noble, who wanted us to assassinate a major [[god]]...||||
Duchess140|Vela was excited. Such a feat would cement our reputation - but not everyone was happy.##The [[Wikkan]] - a senior Dark Star, and a ((very)) close friend to Vela - saw this as a betrayal of her own kind. ||||
Duchess141|Vela argued that, to be a Dark Star, we had to leave our former allegiances behind. The [[new world]] we were carving had no space for those old and bitter ideologies. But for the Wikkan, killing that god? It was too much. Too far. It was crossing a ((line.)) ||||
Duchess142|So when it came down to it - when we'd hunted that deity into a corner, and Vela was poised to make the killing blow - the Wikkan stood in her way.##In anger, Vela cast her down. I watched the Wikkan fall from the ship, down below the clouds... ||||
Duchess143|And something changed, at that moment. Vela was wracked with a terrible guilt. She started taking more dangerous, more ((dubious)) jobs. And that's when her dreams became more radical, and she set her sights on that Emberian artefact...||||
Duchess144|That time, it was Orlaith - or rather, the Emberian - who took umbrage. She led many of us to mutiny against Vela. ##If you want to know more about it, you should ask ((her)). ||||
p461|Okay, that's all I wanted to know.||||
Duchess145|Was there anything else, mortal?||||
p462|How is your daughter?||||
Duchess146|<<She smiles.>> Doing just fine, thank you. The air is clearer here; she enjoys the breeze on her skin...||||
p463|I'll be going, then. ||||
Duchess147|Farewell, mortal. ||||
Duchess148|<<She strokes Ellyn's hand.>> Though, if Vela's plan comes to fruition... I am still not decided on where my allegiances lie.||||
Duchess149|You have given me much to think about, mortal... ##But for now, you should take your leave. I will meet you at the [[Blinding Light.]]||||
FleshBroker1|<<The Endless lurks in the corner, keeping a watchful eye on the other patrons.>>||||
FleshBroker2|Get lost, breather. You're not interested in what I'm sellin'.||||
p464|I'm looking to enter Cadaver Keep. Heard I should speak to you.||||
FleshBroker3|<<He stifles a laugh.>> A ((mortal)) asking to enter [[Cadaver Keep]], of their own free will? Well now I've seen it all. ||||
FleshBroker4|You have heard the ((rumours)), breather? About what goes on in there? What goes on with... ((your)) kind? ||||
p465|Of course.||||
p466|Uh... what rumours?||||
FleshBroker5|<<He chuckles.>> Well, ((some)) folk say that the Cadavers still haven't lost their appetite for the thinkin' flesh. That, deep in Cadaver Keep, there's an illegal trade in [[sentient meat]], right under the Queen's nose...||||
FleshBroker6|<<He winks at you.>> But of course, it's all just nonsense. We follow the Queen's laws like everyone else. ||||
FleshBroker7|Even so, I can't just let you waltz into Cadaver Keep. Us Cadavers are a... ((private)) bunch, you have to understand.||||
p467|There must be something I can do to change your mind. ||||
FleshBroker8|<<He looks you up and down.>> Well, I suppose there might be ((one)) thing... ||||
FleshBrokr9|A chunk of your flesh. Still warm, fresh from the bone. That would prove your loyalty.||||
p468|My flesh? Are you insane?||||
FleshBroker10|Well, ((you're)) the breather who's trying to enter a stronghold of known flesh-eaters. And, I'm not asking for much...||||
p469|Uh, what ((part)) of my flesh?||||
FleshBroker11|Only a morsel. Shall we say... <<he licks his lips.>> A finger? ||||
p470|Okay, fine. Make it quick. ||||
FleshBroker12|<<He unsheathes a very large knife.>> Oh, don't worry, it'll be over before you know it. Now, hold out your hand...||||
FleshBroker13|<<With one quick motion, he slices off your finger. Your hand sears with pain, but he quickly douses the stub with a foul-smelling potion and wraps your hand in a rag. >>||||
FleshBroker14|This'll fetch a good price, for the right buyer. You've proven your worth an' then some, breather.||||
FleshBroker15|Here, take this [[key.]] It will unlock the lift at the top of Cadaver Keep, that'll take you to the island above. It's there you'll find the [[Duchesses' Daughter]]. ||||
p471|Uh, I never told you I was looking for her daughter.||||
FleshBroker16|<<He grins.>> We have eyes and ears in many places, breather. ||||
p472|Thanks... I guess. ||||
FleshBroker17|Of course, that [[key]] does not grant safe passage through the keep. ((That's)) not part of the deal. The second you step into that stronghold? Y'er on your own.||||
FleshBroker18|So good luck, breather. ||||
p473|I'm not giving you my flesh. Goodbye. ||||
p474|Okay, forget it.||||
p475|@@ Maybe I ((am)) interested in what you're selling.||||
FleshBroker19|%%<<He studies you a moment.>> Well, well... a mortal with a ((deviant)) appetite? ||||
FleshBroker20|Alright listen up, 'cos I'll only say this once; and if you breathe a ((word)) of this to any of the Queen's lackeys, I'll see to it that ((you're)) next on the menu. ||||
FleshBroker21|So. I'm a broker for sentient flesh. The ((thinkin')) stuff. ||||
FleshBroker22|Y'see, most Endless feed on Penitent Thaw's mindless meat. It's seen as more ((ethical)) than eating... ((your kind)). But I'll be damned if it doesn't taste like slop - so of course, there's a black market for the stuff. ||||
FleshBroker23|So, how about it, breather? Fancy a taste of your own kind?||||
p476|Uh... actually, I've changed my mind.||||
p477|That's disgusting. You're a monster!||||
FleshBroker24|<<He chuckles.>> Thought as much. But remember, breather - you say anything about this, and it'll be the ((last)) thing you say.||||
FleshBroker25|&& Trust me, mortal - your kind wouldn't be able to ((stomach)) my merch, and you'd go squealin' to every damn fool about it - which 'aint good for business. So get lost.||||
p478|I'll be going.||||
hand1|<<The hand of an Endless lies upon the pillow, completely severed from above the wrist.>>||||
hand2|<<The hand bears a [[signet ring]] on one slender finger. There's no mistaking it; this is the hand of the Duchess' daughter, Ellyn.>>||||
pHand1|((Take the hand.))||||
pHand2|((Leave.))||||
hand3|<<As you touch the hand it suddenly recoils, as if alive. For a moment you pause, and the hand shivers before you.>>||||
hand4|<<When you finally pluck up the courage to pick it up, It writhes as you place it with your belongings.>> ||||
hand5|<<Ellyn's hand gently moves as you approach. You think she looks content - though admittedly, you know very little of sentient hands.>>||||
hand6|<<You 've already taken the hand.>>||||
frost1|Drat. Blast. Sugar. Blinking, blooming, flipping, f-f-f-f-((fudge)). ||||
p501|Still having trouble cursing? ||||
frost2|Alas, I fear the muse of filth has forsaken me for good.||||
p502|Say it with me: Cunt. Cuh-unt. ||||
frost3|Cuh.... cuh... ((cummerbund)). Ugh, this is just undignified. ||||
p503|Maybe this is good for you? It'll force you to get creative.||||
frost4|Oh, go and gargle your own urine.||||
frost5|Do you have some purpose for bothering me? As I said, restoring this mountain of rust to its proper glory is keeping me rather busy.||||
frost6|But enough of that. Are you bothering me for a purpose? Or do you truly value your time so cheaply as to spend it on ((blooming)) chit-chat?||||
frost7|<<Frost scowls.>> I wouldn't go that far. Will that be all?||||
frost8|Good. Will that be all?||||
frost9|Will that be all?||||
p504|I wanted to see how you're settling in.||||
frost10|Oh, like a louse to an armpit. Who the ((fluff)) do you imagine restored this fortress in the first place? ||||
frost11|Given my abrupt departure from the Dark Stars, I suppose it's nice to be finishing the job. If only these ((dashed)) Union cretins would stop trying to 'assist' me.||||
frost12|As it happens, my father helped build these monsters back in the God War. The wooden parts are Lundelese, but the guns, plumbing, and nearly everything metal was made in Kardova. He used to put me to sleep by reciting components and assembly procedures. ||||
p505|That explains a lot.||||
frost13|Touche. ||||
p506|So this fortress was made in the Clockwork Kingdom?||||
frost14|Correct, although back then it was called the Kardovan Republic. Somewhere in the guts of this thing there'll be a nameplate: "Laid down in such and such a year, Progress, Kardova. No gods, no masters."||||
p507|Funny how that one turned out.||||
p508|Well, I'm glad you're feeling at home.||||
p509|I wanted to ask you about something.||||
p510|This clockwork exoskeleton is new. It helps you walk?||||
frost15|My, how observant you are. In fact, ambulatory support is merely one of its functions. The first incarnation was rather less powerful; but, to be fair, I was rather smaller.||||
frost16|I expect you want the whole story? After all, it is so very ((inspirational.)) ||||
p511|Please, go on.||||
p512|You can skip it.||||
frost17|I'll spare you the exhaustive history of my diverse ailments; suffice it to say that I was a sickly child. The only thing my physicians agreed upon was that I must submit completely to their humiliating 'remedies', no matter how painful or ineffective.||||
frost18|I disagreed, and in due course it proved that with a little technological cunning I could treat myself better than they could. Machines, you see, actually listen to what one tells them.||||
frost19|How people ((loved)) to hear that tale once I grew up. The Machinists loved it especially. Come to the Clockwork Kingdom, where even a low-born invalid can travel the skies and be garlanded as a champion of the realm! ||||
frost20|True, I was dogged and ingenious. But to what purpose? Yes, I improved my capabilities; but for whose benefit? Certainly I accomplished great things. But for whom? Myself? ##<<He sneers.>> What a cosy thought.||||
frost21|Sometimes I almost wish I hadn't bothered. At least then I wouldn't have been so ((useful)).||||
p513|That's all. Good luck with the fortress.||||
frost22|Luck is for amateurs, my dear.||||
frost23|<<Just as you're turning away, there is an awkward cough.>> Actually, one moment, if you please? ##I wish to... that is, it behooves me... ((dash)) it all, let's not prevaricate about the bush.||||
frost24|You were quite correct to scold me back in the Kingdom. The word for what I was doing is ((wallowing)). Specifically, in childish rage and self-pity.##<<He pauses, apparently unsure what to say next.>>||||
p514|Is 'thank you' perhaps the phrase you're looking for?||||
frost25|((Confound)) it, what else would I be trying to say? ((Bog)) off before I regret such wasteful sentimentality! ||||
p515|Don't mention it. We all have our bad days.||||
frost26|Hrm. Yes, quite. Very good. ##Well, what are you waiting for? A medal? ((Bog)) off before you break something expensive.||||
frost27|Let's see if you can come up with a question I haven't heard before.||||
p516|About the task at hand...||||
frost28|Ah yes, the search for my erstwhile comrades. Or should I say my former targets? Either way, this reunion will be ((interesting))...||||
frost29|[[Jack Basalt]] will have already calculated that his best chance to stop Vela is to collaborate with the Union. He's wanted in the Kingdom, and he has a phobia of the Endless, which means he is in Hallowshire - and most likely in the [[Wobbly Noggin]].||||
frost30|I see you've pressed old [[Jack Basalt]] back into active service. The poor fellow's currently avoiding me, which is adorable. Granted, we hardly parted on the best of terms, but at some point we'll need to have a little chat.||||
frost31|[[The Duchess]] is a devoted family woman, and was already bored to undeath of the Skyrealms when I knew her. Therefore I would guess she is back at her country pile in the [[Endless Realm]], doing nothing in particular.||||
frost32|Alas, I'd forgotten how much [[the Duchess]] infuriates me. What she calls 'magic' is merely the cant of a more primitive age. Reciting cipher spells from memory, for pity's sake! It's like carrying a cart on your shoulders after the invention of the wheel.||||
frost33|[[The Emberian]] is an odd one. She confided in me once that she was trying to unravel some ancient mystery, though she wouldn't say what. Most of this archipelago's extant prelapsarian sites are in [[Hallowshire]]. Ergo, that is where you should look first.||||
frost34|I get on rather well with [[Orlaith]] - or [[the Emberian]], as you mustn't call her to her face. Initially we despised each other, but then we had an arm wrestle and everything was tickety-boo. Since I was too drunk to remember it, I choose to believe I won.||||
p517|About your past...||||
p518|Actually, no further questions.||||
frost35|((Nul points)) for novelty, I'm afraid. But at least you tried. ||||
frost36|Must we?||||
frost37|Now, was that really your best attempt at an original question? I think you can do better.||||
frost38|Must you?||||
p519|What was your life like before joining Vela?||||
frost39|I was born and raised in [[Progress]], back when they still called it Istriksburg. My mother made ammunition, while my father toiled in the Fortress Works. It was dangerous, but far better than serfdom in Lundel. For the first time in history, my family was wealthier than dirt.||||
p520|You know, you really don't sound like a peasant. ||||
frost40|Nor would you, if your childhood tongue had been scoured out by your schoolmaster. ##The last time I saw my parents, we sounded like we came from different planets.||||
p521|You hide your common origins very well.||||
frost41|<<He smiles without mirth.>>##Horace Metcalfe was hardly the first of my disguises.||||
frost42|After the God War, I studied in Byonne. A scholarship, funded by the new Kardovan Republic. My Union classmates were scions of barons or wealthy merchants, and they tormented me frightfully. Yet ((I)) was punished merely for setting them ((lightly)) on fire.||||
p522|There's no justice in this world.||||
p523|At least you left them something to remember you by.||||
p524|All right, I think I've heard enough.||||
frost43|Indeed. Eventually my studies were cut short by Kardova's split from the Union, and I returned home to begin my archaeological career. Believe it or not, in those days I was more like Horace Metcalfe than the ruthless mercenary now before you.||||
frost44|Unquestionably these were the best years of my life. I followed my curiosity to the edge of the sky, and even to the Underlands, winning great renown and no small compensation. Yet I always felt as if everything could be snatched away if I failed to deliver even once.||||
frost45|Perhaps that is why I felt so much more at home among the outcasts, oddballs, and reprobates of the Dark Star Company.||||
p525|Tell me of your time as a Dark Star.||||
frost46|Where does one even begin? We fought. We caroused. We feasted, we starved. We loved and we despised. We hurt each other, then we nursed each other. We were family, with all the best and worst implied by such a word.||||
frost47|The Caxton Frost who stands before you is a product of those days. He had to be sharp. Ruthless. Avenge every insult threefold, lest others smell blood. I'm told I was actually the inspiration for the Cadish Rakehill stories, though I've never read them myself. ||||
frost48|Vela could tell it was a facade, but she was gracious or canny enough not to expose me in front of the crew. ##Except when she was ((truly)) angry. One minute she could make you feel like you were bathed in starlight; the next, like the basest of worms.||||
p526|Did she ever suspect you were a spy?||||
frost49|I've often wondered. Certainly our expeditions contributed much to the Kingdom's progress. Sometimes I got the uncanny sense that she knew my real purpose, yet kept me around anyway.||||
frost50|Why she would do so, I cannot say. Perhaps it was simply our shared fascination with the Emberians. ##She told me once that I reminded her of someone who had been dear to her, long ago. I never did find out who, though.||||
p527|How did you manage to maintain your persona?||||
frost51|<<Frost snorts.>> Why, I'd been doing that all my life. The only difference now was the extra pay.||||
frost52|Actually, I have my suspicions that the Clockwork King may have helped. At the time I had no idea that Its Majesty could alter minds. But I do recall being surprised at how quickly I took to the role. Of course, I can prove nothing.||||
p528|Let me ask you about something else.||||
p529|I still don't understand why you had to wipe your memory.||||
frost53|<<Frost sighs.>> Frankly, I'm not completely sure myself. But consider what had led to that moment...||||
frost54|Eight years undercover. Can you imagine what that's like? To be believable, you cannot merely pretend. One part of you must truly ((become)) the false self, while another watches from the outside, remembering your mission. ||||
frost55|I knew that if I betrayed the Clockwork King, it would never stop hunting me. Yet I couldn't bear to live in deceit for one more day. Thus the inevitable conclusion: the best cover identity is one who doesn't even realise he's fake.||||
frost56|I haven't decided whether I like being Frost again. He used to feel like armour, and now he feels... confining. Still, he's indisputably the man for the job. And I must admit it's easier when I don't have to be two people at once.||||
p530|I'd like to ask you about another topic entirely.||||
